feature_name1	feature_name2	evidence	is_enabled
ABC09163	LOC_Os04g44830	blast:2.00E-70	1
6117-1507	LOC_Os04g44840	blast:0	1
4212-57	LOC_Os04g44870	blast:2.00E-64	1
ABC04861	LOC_Os04g45070	blast:8.00E-91	1
2371-950	LOC_Os04g45490	blast:0	1
682-767	LOC_Os04g46200	blast:2.00E-60	1
2527-1822	LOC_Os04g46620	blast:0	1
ABC12856	LOC_Os04g46750	blast:0	1
ABC11853	LOC_Os04g46820	blast:5.00E-51	1
4152-573	LOC_Os04g46830	blast:3.00E-36	1
4419-1392	LOC_Os04g47120	blast:0	1
6018-235	LOC_Os04g47360	blast:2.00E-90	1
2020-539	LOC_Os04g47690	blast:3.00E-44	1
7804-582	LOC_Os04g49350	blast:1.00E-100	1
3180-1771	LOC_Os04g49510	blast:0	1
ABC09941	LOC_Os04g49660	blast:5.00E-52	1
3763-595	LOC_Os04g49980	blast:2.00E-34	1
3000-1074	LOC_Os04g50120	blast:1.00E-121	1
5161-1809	LOC_Os04g50204	blast:0	1
7576-818	LOC_Os04g50660	blast:0	1
2277-634	LOC_Os04g50970	blast:7.00E-50	1
1584-263	LOC_Os04g50990	blast:6.00E-84	1
ABC04580	LOC_Os04g51400	blast:1.00E-124	1
ConsensusGBS0705-1	LOC_Os04g51710	blast:4.00E-38	1
3890-1453	LOC_Os04g52130	blast:0	1
ConsensusGBS0272-1	LOC_Os04g52300	blast:9.00E-45	1
7236-1384	LOC_Os04g52380	blast:1.00E-100	1
2944-1813	LOC_Os04g52450	blast:0	1
ABC05640	LOC_Os04g52710	blast:1.00E-126	1
380-1226	LOC_Os04g53230	blast:0	1
5541-418	LOC_Os04g53490	blast:1.00E-152	1
699-529	LOC_Os04g53620	blast:1.00E-125	1
3910-1648	LOC_Os04g54200	blast:0	1
4240-749	LOC_Os04g54330	blast:1.00E-102	1
ABC10785	LOC_Os04g54360	blast:0	1
6157-1233	LOC_Os04g54390	blast:1.00E-117	1
3988-933	LOC_Os04g55720	blast:0	1
2822-739	LOC_Os04g55920	blast:2.00E-66	1
ABC09559	LOC_Os04g55940	blast:0	1
285-2932	LOC_Os04g56160	blast:0	1
1250-923	LOC_Os04g56180	blast:1.00E-161	1
3457-88	LOC_Os04g56230	blast:0	1
1767-1619	LOC_Os04g56400	blast:0	1
2464-356	LOC_Os04g56654	blast:1.00E-109	1
4472-658	LOC_Os04g56670	blast:9.00E-88	1
ConsensusGBS0379-1	LOC_Os04g56700	blast:1.00E-169	1
968-979	LOC_Os04g57220	blast:9.00E-84	1
4879-1560	LOC_Os04g57300	blast:0	1
4121-1270	LOC_Os04g57400	blast:0	1
570-1376	LOC_Os04g57590	blast:0	1
1868-1311	LOC_Os04g58200	blast:0	1
3536-89	LOC_Os04g58280	blast:7.00E-60	1
ConsensusGBS0455-1	LOC_Os04g58830	blast:1.00E-148	1
2592-1237	LOC_Os04g58850	blast:6.00E-84	1
1344-930	LOC_Os04g59040	blast:1.00E-112	1
ABC01852	LOC_Os04g59150	blast:8.00E-60	1
3263-2865	LOC_Os04g06770	blast:0	1
ConsensusGBS0325-1	LOC_Os04g06790	blast:1.00E-123	1
4782-834	LOC_Os04g01540	blast:1.00E-107	1
4063-677	LOC_Os04g01590	blast:1.00E-177	1
842-1286	LOC_Os04g08350	blast:1.00E-175	1
4314-1463	LOC_Os04g01690	blast:0	1
2118-501	LOC_Os04g10240	blast:5.00E-71	1
9837-659	LOC_Os04g10680	blast:7.00E-59	1
5925-911	LOC_Os04g10750	blast:1.00E-122	1
7800-594	LOC_Os04g14150	blast:2.00E-99	1
6433-124	LOC_Os04g14540	blast:9.00E-08	1
791-1113	LOC_Os04g16450	blast:1.00E-145	1
ABC02258	LOC_Os04g18090	blast:2.00E-65	1
1305-736	LOC_Os05g19370	blast:1.00E-115	1
5381-1950	LOC_Os05g03190	blast:0	1
2338-1572	LOC_Os05g22614	blast:0	1
41-695	LOC_Os05g23600	blast:0	1
ConsensusGBS0340-1	LOC_Os05g23620	blast:1.00E-167	1
ABC02507	LOC_Os05g23860	blast:0	1
1812-373	LOC_Os05g24550	blast:2.00E-58	1
ConsensusGBS0644-8	LOC_Os05g24970	blast:6.00E-52	1
ABC14350	LOC_Os05g25450	blast:1.00E-110	1
252-556	LOC_Os05g25850	blast:1.00E-113	1
4302-577	LOC_Os05g28090	blast:1.00E-72	1
5768-469	LOC_Os05g28190	blast:1.00E-176	1
ABC01838	LOC_Os05g28210	blast:1.00E-34	1
4178-1592	LOC_Os05g28630	blast:0	1
4117-454	LOC_Os05g29870	blast:2.00E-11	1
1968-1263	LOC_Os05g29990	blast:0	1
ABC13023	LOC_Os05g01310	blast:1.00E-167	1
1857-64	LOC_Os05g31140	blast:1.00E-164	1
ConsensusGBS0574-5	LOC_Os05g31470	blast:4.00E-17	1
4787-1746	LOC_Os05g32380	blast:1.00E-128	1
ABC13578	LOC_Os05g32430	blast:1.00E-141	1
3914-1405	LOC_Os05g32630	blast:1.00E-168	1
2459-237	LOC_Os05g33100	blast:1.00E-116	1
ABC16814	LOC_Os05g33130	blast:1.00E-147	1
463-218	LOC_Os05g33380	blast:0	1
2263-2284	LOC_Os05g33570	blast:0	1
8214-982	LOC_Os05g34150	blast:1.00E-117	1
ABC16273	LOC_Os05g34550	blast:0	1
10070-1435	LOC_Os05g34700	blast:0	1
11603-445	LOC_Os05g34830	blast:6.00E-35	1
ConsensusGBS0060-2	LOC_Os05g35594	blast:9.00E-93	1
3201-603	LOC_Os05g35740	blast:7.00E-44	1
2407-1771	LOC_Os05g04630	blast:0	1
3752-175	LOC_Os05g37140	blast:1.00E-69	1
2265-363	LOC_Os05g04700	blast:2.00E-26	1
6250-1056	LOC_Os05g38140	blast:1.00E-104	1
ABC06571	LOC_Os05g38370	blast:2.00E-97	1
568-971	LOC_Os05g38530	blast:0	1
ConsensusGBS0267-2	LOC_Os05g38710	blast:1.00E-145	1
3204-811	LOC_Os05g39110	blast:1.00E-120	1
3710-852	LOC_Os05g04850	blast:7.00E-89	1
1040-279	LOC_Os05g40250	blast:2.00E-35	1
1622-214	LOC_Os05g40820	blast:4.00E-82	1
713-972	LOC_Os05g41060	blast:1.00E-101	1
ABC10705	LOC_Os05g41070	blast:1.00E-69	1
ABC10931	LOC_Os05g41190	blast:1.00E-54	1
4665-882	LOC_Os05g41780	blast:7.00E-94	1
3227-2132	LOC_Os05g42350	blast:0	1
6678-1060	LOC_Os05g43230	blast:0	1
ABC07506	LOC_Os05g43570	blast:0	1
3702-982	LOC_Os05g43850	blast:0	1
2677-501	LOC_Os05g44050	blast:1.00E-115	1
3040-3327	LOC_Os05g01470	blast:0	1
6105-1288	LOC_Os05g44340	blast:0	1
2935-1634	LOC_Os05g44760	blast:0	1
2751-2205	LOC_Os05g44792	blast:1.00E-57	1
5690-1045	LOC_Os05g45310	blast:1.00E-115	1
ConsensusGBS0388-1	LOC_Os05g05470	blast:0	1
8166-525	LOC_Os05g05480	blast:2.00E-73	1
1497-628	LOC_Os05g47540	blast:0	1
ABC30545	LOC_Os05g47660	blast:1.00E-61	1
6547-1363	LOC_Os05g48070	blast:1.00E-143	1
7527-1618	LOC_Os05g48422	blast:1.00E-136	1
6595-1216	LOC_Os05g48500	blast:0	1
4027-1814	LOC_Os05g48760	blast:0	1
ConsensusGBS0237-2	LOC_Os05g48800	blast:4.00E-99	1
ConsensusGBS0103-1	LOC_Os05g48820	blast:0	1
4978-1030	LOC_Os05g48900	blast:1.00E-95	1
ABC02639	LOC_Os05g05680	blast:1.00E-156	1
ConsensusGBS0361-5	LOC_Os05g49030	blast:5.00E-95	1
199-393	LOC_Os05g49030	blast:7.00E-97	1
4393-1078	LOC_Os05g49060	blast:1.00E-132	1
5878-1810	LOC_Os05g49150	blast:0	1
472-1376	LOC_Os05g49200	blast:0	1
2141-2425	LOC_Os05g05700	blast:0	1
7381-1292	LOC_Os05g49610	blast:1.00E-180	1
1770-1477	LOC_Os05g49840	blast:1.00E-167	1
1217-546	LOC_Os05g49890	blast:1.00E-128	1
5555-438	LOC_Os05g50220	blast:9.00E-69	1
ABC11085	LOC_Os05g50360	blast:1.00E-102	1
3101-111	LOC_Os05g01530	blast:1.00E-37	1
ABC05061	LOC_Os05g50840	blast:0	1
3655-1209	LOC_Os05g51140	blast:1.00E-172	1
4057-2114	LOC_Os05g51480	blast:0	1
5222-919	LOC_Os05g51500	blast:0	1
ABC18178	LOC_Os05g51620	blast:4.00E-69	1
1078-170	LOC_Os05g51830	blast:5.00E-58	1
3444-1044	LOC_Os05g06270	blast:0	1
1749-948	LOC_Os05g06430	blast:1.00E-178	1
931-681	LOC_Os05g01600	blast:0	1
3900-611	LOC_Os05g06780	blast:3.00E-48	1
2585-2901	LOC_Os05g07050	blast:0	1
2377-522	LOC_Os05g08360	blast:5.00E-38	1
3164-1386	LOC_Os05g08370	blast:0	1
1769-545	LOC_Os05g09580	blast:1.00E-19	1
3519-63	LOC_Os05g02250	blast:5.00E-71	1
5494-316	LOC_Os05g02260	blast:3.00E-67	1
107-603	LOC_Os05g02300	blast:2.00E-59	1
8613-278	LOC_Os05g12580	blast:2.00E-18	1
10922-503	LOC_Os05g02400	blast:7.00E-70	1
1906-429	LOC_Os05g02530	blast:1.00E-109	1
596-1035	LOC_Os05g02780	blast:1.00E-67	1
5346-1587	LOC_Os05g02820	blast:1.00E-134	1
3734-2812	LOC_Os06g19730	blast:0	1
ABC11252	LOC_Os06g19800	blast:2.00E-96	1
ABC08467	LOC_Os06g21140	blast:1.00E-50	1
ABC05818	LOC_Os06g21380	blast:0	1
857-133	LOC_Os06g22960	blast:1.00E-131	1
1578-1339	LOC_Os06g23290	blast:0	1
1272-459	LOC_Os06g23440	blast:6.00E-78	1
ConsensusGBS0084-1	LOC_Os06g03600	blast:1.00E-109	1
3731-103	LOC_Os06g24730	blast:0	1
6394-944	LOC_Os06g03690	blast:1.00E-101	1
1116-409	LOC_Os06g01210	blast:4.00E-67	1
6517-602	LOC_Os06g03910	blast:1.00E-125	1
ABC01459	LOC_Os06g29180	blast:0	1
235-443	LOC_Os06g29730	blast:2.00E-06	1
5850-2679	LOC_Os06g30320	blast:0	1
ABC05005	LOC_Os06g30370	blast:1.00E-82	1
ConsensusGBS0250-2	LOC_Os06g30750	blast:1.00E-121	1
ABC17088	LOC_Os06g30910	blast:2.00E-11	1
984-583	LOC_Os06g31070	blast:6.00E-24	1
5053-456	LOC_Os06g31280	blast:3.00E-11	1
1333-554	LOC_Os06g04290	blast:4.00E-61	1
6487-1315	LOC_Os06g04330	blast:4.00E-46	1
1052-644	LOC_Os06g31800	blast:1.00E-30	1
982-1374	LOC_Os06g35030	blast:1.00E-164	1
ABC12286	LOC_Os06g35700	blast:0	1
ConsensusGBS0664-1	LOC_Os06g36180	blast:3.00E-69	1
2462-971	LOC_Os06g36700	blast:0	1
ConsensusGBS0154-1	LOC_Os06g05000	blast:7.00E-49	1
1369-1446	LOC_Os06g37440	blast:0	1
4071-1565	LOC_Os06g39750	blast:0	1
3232-201	LOC_Os06g40040	blast:1.00E-59	1
ConsensusGBS0405-1	LOC_Os06g40360	blast:0	1
ConsensusGBS0040-1	LOC_Os06g40730	blast:9.00E-18	1
3313-1443	LOC_Os06g05660	blast:0	1
4624-2108	LOC_Os06g43630	blast:0	1
3345-247	LOC_Os06g43860	blast:1.00E-111	1
7023-448	LOC_Os06g43900	blast:7.00E-49	1
13008-352	LOC_Os06g44190	blast:2.00E-19	1
5764-430	LOC_Os06g44310	blast:4.00E-61	1
6628-1302	LOC_Os06g44450	blast:1.00E-134	1
ABC11401	LOC_Os06g45140	blast:2.00E-60	1
ABC10197	LOC_Os06g45860	blast:0	1
1009-1089	LOC_Os06g46000	blast:0	1
ABC07938	LOC_Os06g46340	blast:0	1
671-462	LOC_Os06g46770	blast:1.00E-127	1
445-1199	LOC_Os06g46900	blast:1.00E-142	1
4370-419	LOC_Os06g46930	blast:2.00E-89	1
3783-1072	LOC_Os06g47150	blast:1.00E-178	1
8809-751	LOC_Os06g47330	blast:1.00E-85	1
ABC03024	LOC_Os06g06250	blast:0	1
2032-923	LOC_Os06g06290	blast:0	1
1800-1101	LOC_Os06g48160	blast:1.00E-152	1
3709-716	LOC_Os06g48230	blast:5.00E-68	1
1958-1962	LOC_Os06g48350	blast:0	1
6353-524	LOC_Os06g06410	blast:1.00E-104	1
7180-778	LOC_Os06g50330	blast:1.00E-87	1
4644-1363	LOC_Os06g01500	blast:1.00E-152	1
1213-1959	LOC_Os06g06560	blast:0	1
5038-1035	LOC_Os06g51060	blast:1.00E-152	1
1847-1745	LOC_Os06g51150	blast:0	1
8923-707	LOC_Os06g51410	blast:1.00E-92	1
6164-774	LOC_Os06g51480	blast:2.00E-90	1
8548-1250	LOC_Os06g07120	blast:1.00E-134	1
8852-318	LOC_Os06g07200	blast:1.00E-142	1
2781-821	LOC_Os06g07350	blast:0	1
280-200	LOC_Os06g01630	blast:0	1
ABC14309	LOC_Os06g07820	blast:1.00E-105	1
ABC04273	LOC_Os06g08032	blast:2.00E-78	1
ABC10361	LOC_Os06g08032	blast:1.00E-107	1
239-1112	LOC_Os06g08080	blast:0	1
5467-1663	LOC_Os06g08530	blast:0	1
4767-1374	LOC_Os06g08720	blast:0	1
5028-1261	LOC_Os06g08840	blast:4.00E-89	1
943-3107	LOC_Os06g09450	blast:0	1
1555-631	LOC_Os06g01850	blast:1.00E-175	1
2996-2061	LOC_Os06g09570	blast:0	1
2669-1012	LOC_Os06g09679	blast:1.00E-111	1
11912-654	LOC_Os06g10770	blast:1.00E-129	1
4129-1119	LOC_Os06g11130	blast:1.00E-88	1
ABC02329	LOC_Os06g11210	blast:1.00E-156	1
4475-340	LOC_Os06g11290	blast:7.00E-86	1
7755-568	LOC_Os06g02040	blast:3.00E-22	1
2295-964	LOC_Os06g11800	blast:1.00E-158	1
ABC04803	LOC_Os06g12530	blast:1.00E-131	1
ABC07611	LOC_Os06g02220	blast:1.00E-123	1
ABC10157	LOC_Os06g13000	blast:1.00E-110	1
9820-455	LOC_Os06g13660	blast:4.00E-99	1
1735-1424	LOC_Os06g13810	blast:0	1
3186-1560	LOC_Os06g13820	blast:0	1
ABC10663	LOC_Os06g14400	blast:1.00E-122	1
ConsensusGBS0446-1	LOC_Os06g02440	blast:1.00E-106	1
1628-410	LOC_Os06g02510	blast:1.00E-102	1
ConsensusGBS0021-5	LOC_Os06g02550	blast:0	1
2429-1929	LOC_Os06g15990	blast:0	1
15141-288	LOC_Os07g17130	blast:4.00E-53	1
ABC16710	LOC_Os07g18230	blast:1.00E-77	1
12210-480	LOC_Os07g20410	blast:5.00E-46	1
3819-1948	LOC_Os07g03230	blast:0	1
ABC15151	LOC_Os07g22650	blast:3.00E-09	1
2555-114	LOC_Os07g24000	blast:8.00E-74	1
2244-3247	LOC_Os07g24190	blast:0	1
3026-1011	LOC_Os07g25420	blast:1.00E-130	1
796-1148	LOC_Os07g26690	blast:1.00E-151	1
ABC10265	LOC_Os07g26930	blast:3.00E-79	1
2510-1464	LOC_Os07g27790	blast:0	1
3271-1422	LOC_Os07g29620	blast:0	1
2395-2083	LOC_Os07g04240	blast:0	1
7959-829	LOC_Os07g32350	blast:9.00E-43	1
1432-561	LOC_Os07g32880	blast:1.00E-171	1
ABC14943	LOC_Os07g33340	blast:1.00E-126	1
1461-529	LOC_Os07g33979	blast:3.00E-57	1
48-190	LOC_Os07g34570	blast:1.00E-173	1
ConsensusGBS0687-3	LOC_Os07g35060	blast:1.00E-39	1
ABC06958	LOC_Os07g35260	blast:0	1
1062-445	LOC_Os07g04840	blast:1.00E-115	1
954-1377	LOC_Os07g35940	blast:0	1
ABC18508	LOC_Os07g04930	blast:3.00E-41	1
ABC01644	LOC_Os07g37030	blast:1.00E-111	1
6672-803	LOC_Os07g05050	blast:1.00E-36	1
1275-734	LOC_Os07g37240	blast:1.00E-149	1
411-495	LOC_Os07g37550	blast:1.00E-135	1
5759-478	LOC_Os07g37850	blast:4.00E-37	1
ABC06091	LOC_Os07g38130	blast:1.00E-150	1
14041-288	LOC_Os07g38250	blast:2.00E-25	1
2593-354	LOC_Os07g38290	blast:9.00E-64	1
3531-958	LOC_Os07g38300	blast:1.00E-120	1
4630-1036	LOC_Os07g39280	blast:0	1
936-1126	LOC_Os07g39740	blast:1.00E-154	1
3884-1569	LOC_Os07g39870	blast:0	1
538-390	LOC_Os07g05360	blast:3.00E-60	1
7735-657	LOC_Os07g41720	blast:2.00E-98	1
ABC11129	LOC_Os07g42250	blast:1.00E-148	1
887-736	LOC_Os07g42300	blast:1.00E-100	1
946-2500	LOC_Os07g42490	blast:0	1
ABC20402	LOC_Os07g42880	blast:1.00E-163	1
2580-1456	LOC_Os07g42960	blast:0	1
5113-624	LOC_Os07g43040	blast:1.00E-43	1
3367-693	LOC_Os07g43050	blast:2.00E-79	1
4331-1475	LOC_Os07g43360	blast:0	1
ABC05977	LOC_Os07g43470	blast:0	1
ABC12560	LOC_Os07g43710	blast:0	1
3122-909	LOC_Os07g43810	blast:1.00E-112	1
ABC09443	LOC_Os07g43950	blast:1.00E-87	1
ABC01899	LOC_Os07g44070	blast:1.00E-65	1
ConsensusGBS0003-1	LOC_Os07g44550	blast:4.00E-27	1
1742-718	LOC_Os07g44610	blast:1.00E-116	1
2417-924	LOC_Os07g44620	blast:1.00E-135	1
3598-489	LOC_Os07g44660	blast:0	1
3298-421	LOC_Os07g44740	blast:1.00E-41	1
ConsensusGBS0524-2	LOC_Os07g45320	blast:3.00E-25	1
1738-446	LOC_Os07g46210	blast:2.00E-12	1
ABC02350	LOC_Os07g46280	blast:0	1
4788-1062	LOC_Os07g46330	blast:1.00E-110	1
ABC16978	LOC_Os07g46340	blast:1.00E-102	1
ABC14332	LOC_Os07g46430	blast:1.00E-148	1
1986-4629	LOC_Os07g46460	blast:0	1
3534-162	LOC_Os07g46520	blast:1.00E-133	1
7975-697	LOC_Os07g46700	blast:1.00E-108	1
4929-533	LOC_Os07g46790	blast:0	1
ConsensusGBS0428-3	LOC_Os07g46830	blast:1.00E-134	1
7623-818	LOC_Os07g47420	blast:4.00E-96	1
6338-682	LOC_Os07g47510	blast:4.00E-40	1
2416-1016	LOC_Os07g47580	blast:1.00E-138	1
ABC03253	LOC_Os07g47670	blast:6.00E-43	1
1862-765	LOC_Os07g47780	blast:2.00E-95	1
ABC18641	LOC_Os07g47990	blast:1.00E-126	1
ABC02113	LOC_Os07g48010	blast:1.00E-134	1
6471-1139	LOC_Os07g48430	blast:0	1
ConsensusGBS0155-4	LOC_Os07g48490	blast:2.00E-86	1
ABC05236	LOC_Os07g48510	blast:1.00E-114	1
ABC12652	LOC_Os07g48570	blast:1.00E-63	1
864-594	LOC_Os07g48780	blast:1.00E-80	1
2477-377	LOC_Os07g48830	blast:1.00E-153	1
7144-973	LOC_Os07g48890	blast:1.00E-116	1
ABC09016	LOC_Os07g06490	blast:1.00E-135	1
3011-438	LOC_Os07g06550	blast:0	1
2528-2111	LOC_Os07g06950	blast:0	1
ABC07566	LOC_Os07g07060	blast:0	1
2611-2077	LOC_Os07g07490	blast:1.00E-179	1
4611-178	LOC_Os07g08030	blast:1.00E-122	1
ABC02895	LOC_Os07g08200	blast:1.00E-160	1
ABC10536	LOC_Os07g08210	blast:2.00E-81	1
5145-1355	LOC_Os07g01710	blast:1.00E-60	1
265-1229	LOC_Os07g08840	blast:3.00E-46	1
ConsensusGBS0397-16	LOC_Os07g08880	blast:1.00E-100	1
ABC10866	LOC_Os07g10350	blast:0	1
3217-929	LOC_Os07g10420	blast:4.00E-57	1
497-386	LOC_Os07g12080	blast:1.00E-28	1
ABC05080	LOC_Os07g12110	blast:0	1
1306-408	LOC_Os07g12650	blast:3.00E-68	1
1283-332	LOC_Os07g14270	blast:0	1
ABC11935	LOC_Os07g02440	blast:1.00E-139	1
ABC06629	LOC_Os08g02690	blast:0	1
ABC15349	LOC_Os08g19310	blast:1.00E-143	1
4593-2007	LOC_Os08g19830	blast:0	1
4671-856	LOC_Os08g23150	blast:1.00E-165	1
6719-1166	LOC_Os08g23730	blast:0	1
4943-571	LOC_Os08g25010	blast:0	1
4324-825	LOC_Os08g25900	blast:3.00E-38	1
7803-483	LOC_Os08g26840	blast:6.00E-70	1
2017-635	LOC_Os08g27850	blast:8.00E-68	1
8365-454	LOC_Os08g29200	blast:7.00E-44	1
5383-999	LOC_Os08g03870	blast:1.00E-115	1
3378-619	LOC_Os08g30480	blast:7.00E-77	1
5025-980	LOC_Os08g30790	blast:1.00E-139	1
3551-2537	LOC_Os08g30810	blast:0	1
2152-1547	LOC_Os08g32870	blast:0	1
5571-640	LOC_Os08g33190	blast:1.00E-62	1
ABC14818	LOC_Os08g04300	blast:1.00E-167	1
1583-522	LOC_Os08g33820	blast:1.00E-116	1
5480-826	LOC_Os08g04450	blast:1.00E-103	1
ABC11989	LOC_Os08g35710	blast:1.00E-87	1
1865-396	LOC_Os08g35760	blast:1.00E-105	1
918-928	LOC_Os08g36320	blast:0	1
2790-70	LOC_Os08g01370	blast:2.00E-15	1
4988-858	LOC_Os08g37180	blast:0	1
ABC11816	LOC_Os08g37500	blast:1.00E-165	1
ABC06618	LOC_Os08g04810	blast:2.00E-39	1
8582-772	LOC_Os08g38820	blast:1.00E-143	1
ConsensusGBS0643-1	LOC_Os08g41670	blast:1.00E-123	1
1561-1053	LOC_Os08g41880	blast:0	1
4460-739	LOC_Os08g42040	blast:1.00E-60	1
4779-1563	LOC_Os08g42560	blast:0	1
2296-952	LOC_Os08g42590	blast:0	1
7712-674	LOC_Os08g42740	blast:5.00E-45	1
2924-1189	LOC_Os08g43190	blast:0	1
2060-422	LOC_Os08g43580	blast:1.00E-55	1
5318-436	LOC_Os08g44210	blast:5.00E-54	1
4025-300	LOC_Os08g44270	blast:1.00E-130	1
2867-373	LOC_Os08g44680	blast:1.00E-94	1
7808-727	LOC_Os08g45080	blast:5.00E-44	1
3372-751	LOC_Os08g45190	blast:3.00E-51	1
ABC14534	LOC_Os08g05620	blast:4.00E-87	1
3822-1180	LOC_Os08g06100	blast:1.00E-133	1
ConsensusGBS0723-1	LOC_Os08g06330	blast:1.00E-169	1
2792-749	LOC_Os08g06530	blast:1.00E-121	1
39-843	LOC_Os08g01690	blast:5.00E-26	1
3949-1560	LOC_Os08g07830	blast:0	1
ABC09717	LOC_Os08g01850	blast:1.00E-179	1
ABC01934	LOC_Os08g09250	blast:1.00E-157	1
486-1812	LOC_Os08g09350	blast:0	1
3743-1988	LOC_Os08g01930	blast:0	1
10425-725	LOC_Os08g10450	blast:0	1
400-1020	LOC_Os08g02120	blast:1.00E-178	1
ABC09320	LOC_Os08g02230	blast:0	1
ABC12550	LOC_Os08g14109	blast:1.00E-104	1
2015-562	LOC_Os08g14440	blast:1.00E-123	1
6580-293	LOC_Os08g14450	blast:2.00E-82	1
ABC25477	LOC_Os08g16260	blast:2.00E-65	1
ABC09365	LOC_Os09g16920	blast:0	1
ABC17741	LOC_Os09g17600	blast:1.00E-168	1
ConsensusGBS0653-2	LOC_Os09g17730	blast:0	1
1746-1527	LOC_Os09g17840	blast:0	1
ABC07010	LOC_Os09g19560	blast:0	1
ABC09402	LOC_Os09g20010	blast:5.00E-50	1
2146-2057	LOC_Os09g02700	blast:0	1
2211-1686	LOC_Os09g20284	blast:0	1
ABC04317	LOC_Os09g20350	blast:1.00E-125	1
ABC19747	LOC_Os09g20810	blast:1.00E-109	1
ABC11529	LOC_Os09g23350	blast:1.00E-180	1
4280-295	LOC_Os09g24230	blast:1.00E-121	1
4285-1877	LOC_Os09g24260	blast:0	1
8107-154	LOC_Os09g25690	blast:8.00E-54	1
ABC10441	LOC_Os09g26780	blast:5.00E-60	1
1983-467	LOC_Os09g26880	blast:1.00E-67	1
1786-297	LOC_Os09g27820	blast:3.00E-76	1
1653-958	LOC_Os09g27830	blast:0	1
ConsensusGBS0613-8	LOC_Os09g28050	blast:1.00E-61	1
ABC06144	LOC_Os09g29070	blast:0	1
4599-425	LOC_Os09g29810	blast:1.00E-25	1
ConsensusGBS0651-2	LOC_Os09g30010	blast:3.00E-19	1
370-443	LOC_Os09g30340	blast:2.00E-57	1
778-2050	LOC_Os09g30438	blast:0	1
ABC11984	LOC_Os09g30474	blast:1.00E-153	1
1453-346	LOC_Os09g31180	blast:1.00E-91	1
ABC11290	LOC_Os09g31486	blast:2.00E-06	1
ABC06096	LOC_Os09g31486	blast:0	1
3685-894	LOC_Os09g32220	blast:1.00E-125	1
5440-455	LOC_Os09g32270	blast:1.00E-69	1
ConsensusGBS0304-1	LOC_Os09g32532	blast:2.00E-67	1
3018-1012	LOC_Os09g32680	blast:1.00E-131	1
1337-638	LOC_Os09g32976	blast:1.00E-142	1
ABC14689	LOC_Os09g33600	blast:1.00E-55	1
10669-188	LOC_Os09g34280	blast:1.00E-48	1
6315-914	LOC_Os09g34910	blast:1.00E-113	1
ABC11221	LOC_Os09g35880	blast:9.00E-98	1
6765-869	LOC_Os09g35920	blast:2.00E-82	1
3641-828	LOC_Os09g35970	blast:1.00E-130	1
3653-88	LOC_Os09g36680	blast:1.00E-117	1
ABC10263	LOC_Os09g37967	blast:2.00E-49	1
4211-471	LOC_Os09g38400	blast:1.00E-50	1
ABC12379	LOC_Os09g38550	blast:1.00E-159	1
3222-396	LOC_Os09g38560	blast:3.00E-28	1
ConsensusGBS0531-1	LOC_Os09g38750	blast:9.00E-88	1
ABC08896	LOC_Os09g38920	blast:6.00E-99	1
2737-855	LOC_Os09g39180	blast:1.00E-116	1
1996-652	LOC_Os09g39380	blast:0	1
ABC10045	LOC_Os09g04440	blast:1.00E-133	1
3056-1317	LOC_Os09g04670	blast:1.00E-161	1
2745-1082	LOC_Os09g07020	blast:1.00E-177	1
ABC06852	LOC_Os09g07500	blast:1.00E-146	1
1110-982	LOC_Os09g08430	blast:2.00E-82	1
ConsensusGBS0588-1	LOC_Os09g08660	blast:1.00E-85	1
ABC15807	LOC_Os09g11450	blast:6.00E-82	1
ABC11345	LOC_Os09g12270	blast:5.00E-19	1
6367-453	LOC_Os09g12290	blast:1.00E-108	1
4565-1583	LOC_Os09g12560	blast:0	1
1765-231	LOC_Os10g20610	blast:0	1
7389-555	LOC_Os10g22460	blast:1.00E-119	1
3436-354	LOC_Os10g22590	blast:2.00E-71	1
3640-2807	LOC_Os10g25680	blast:0	1
8301-678	LOC_Os10g28360	blast:3.00E-81	1
ABC14148	LOC_Os10g31830	blast:1.00E-102	1
1279-536	LOC_Os10g32920	blast:3.00E-76	1
2711-234	LOC_Os10g34520	blast:3.00E-78	1
243-767	LOC_Os10g34910	blast:7.00E-76	1
ABC00634	LOC_Os10g34930	blast:9.00E-85	1
2151-1310	LOC_Os10g35840	blast:0	1
6313-107	LOC_Os10g36550	blast:1.00E-74	1
ABC08857	LOC_Os10g36699	blast:5.00E-19	1
ConsensusGBS0371-2	LOC_Os10g36760	blast:0	1
7833-315	LOC_Os10g36860	blast:7.00E-89	1
2047-850	LOC_Os10g37180	blast:3.00E-82	1
1294-473	LOC_Os10g37420	blast:4.00E-58	1
ABC07427	LOC_Os10g37830	blast:1.00E-142	1
ABC09920	LOC_Os10g38030	blast:1.00E-161	1
1689-919	LOC_Os10g38160	blast:8.00E-81	1
ABC07448	LOC_Os10g38660	blast:2.00E-85	1
3292-418	LOC_Os10g38870	blast:3.00E-13	1
2401-1028	LOC_Os10g39440	blast:0	1
ABC10636	LOC_Os10g39790	blast:1.00E-154	1
1955-868	LOC_Os10g40720	blast:1.00E-130	1
ConsensusGBS0131-2	LOC_Os10g41260	blast:3.00E-75	1
5402-929	LOC_Os10g41400	blast:1.00E-117	1
4262-1754	LOC_Os10g41780	blast:0	1
