chromosome	locus name	start	alias	annotation
4	locus 4_0068	9913	none	none
4	locus 4_0069	5551	none	none
4	locus 4_0070	1159	none	none
4	locus 4_0071	524	none	none
4	locus 4_0072	4259	none	none
4	locus 4_0073	6198	none	none
4	locus 4_0074	3872	none	none
4	locus 4_0075	4576	none	none
4	locus 4_0076	6903	none	none
4	locus 4_0077	5363	none	none
4	locus 4_0078	7029	none	none
4	locus 4_0079	4859	none	none
4	locus 4_0080	7146	none	none
4	locus 4_0081	940	none	none
4	locus 4_0082	9053	none	none
4	locus 4_0083	9908	none	none
4	locus 4_0084	9825	none	none
4	locus 4_0085	2888	none	none
4	locus 4_0086	6256	none	none
4	locus 4_0087	509	none	none
4	locus 4_0088	5908	none	none
4	locus 4_0089	4287	none	none
4	locus 4_0090	2702	none	none
4	locus 4_0091	5168	none	none
4	locus 4_0092	2533	none	none
4	locus 4_0093	8498	none	none
4	locus 4_0094	7720	none	none
4	locus 4_0095	8437	none	none
4	locus 4_0096	5462	none	none
4	locus 4_0097	459	none	none
4	locus 4_0098	150	none	none
4	locus 4_0099	8133	none	none
4	locus 4_0100	9867	none	none
4	locus 4_0101	9777	none	none
4	locus 4_0102	5508	none	none
4	locus 4_0103	2483	none	none
4	locus 4_0104	4882	none	none
4	locus 4_0105	6168	none	none
4	locus 4_0106	4242	none	none
4	locus 4_0107	300	none	none
4	locus 4_0108	8784	none	none
4	locus 4_0109	2533	none	none
4	locus 4_0110	3164	none	none
4	locus 4_0111	6298	none	none
4	locus 4_0112	3418	none	none
4	locus 4_0113	3085	none	none
4	locus 4_0114	1864	none	none
4	locus 4_0115	2843	none	none
4	locus 4_0116	4657	none	none
4	locus 4_0117	9105	none	none
4	locus 4_0118	265	none	none
4	locus 4_0119	9024	none	none
4	locus 4_0120	8644	none	none
4	locus 4_0121	3971	none	none
4	locus 4_0122	1501	none	none
4	locus 4_0123	2974	none	none
4	locus 4_0124	3672	none	none
4	locus 4_0125	7934	none	none
4	locus 4_0126	5085	none	none
4	locus 4_0127	6450	none	none
4	locus 4_0128	1321	none	none
4	locus 4_0129	8932	none	none
4	locus 4_0130	5107	none	none
4	locus 4_0131	7179	none	none
4	locus 4_0132	6091	none	none
4	locus 4_0133	3114	none	none
4	locus 4_0134	1984	none	none
4	locus 4_0135	7282	none	none
4	locus 4_0136	5264	none	none
4	locus 4_0137	3479	none	none
4	locus 4_0138	7266	none	none
4	locus 4_0139	8028	none	none
4	locus 4_0140	2092	none	none
4	locus 4_0141	9768	none	none
4	locus 4_0142	2747	none	none
4	locus 4_0143	9710	none	none
4	locus 4_0144	2538	none	none
4	locus 4_0145	8119	none	none
4	locus 4_0146	3337	none	none
4	locus 4_0147	2186	none	none
4	locus 4_0148	8448	none	none
4	locus 4_0149	5018	none	none
4	locus 4_0150	4059	none	none
4	locus 4_0151	3425	none	none
4	locus 4_0152	2193	none	none
4	locus 4_0153	8803	none	none
4	locus 4_0154	6783	none	none
4	locus 4_0155	3306	none	none
4	locus 4_0156	2989	none	none
4	locus 4_0157	1251	none	none
4	locus 4_0158	7125	none	none
4	locus 4_0159	7210	none	none
4	locus 4_0160	2245	none	none
4	locus 4_0161	3557	none	none
4	locus 4_0162	136	none	none
4	locus 4_0163	6188	none	none
4	locus 4_0164	5448	none	none
4	locus 4_0165	3184	none	none
4	locus 4_0166	429	none	none
4	locus 4_0167	6473	none	none
4	locus 4_0168	4276	none	none
4	locus 4_0169	4163	none	none
4	locus 4_0170	5900	none	none
4	locus 4_0171	1484	none	none
4	locus 4_0172	344	none	none
4	locus 4_0173	2726	none	none
4	locus 4_0174	9365	none	none
4	locus 4_0175	6271	none	none
4	locus 4_0176	5461	none	none
4	locus 4_0177	2491	none	none
4	locus 4_0178	4206	none	none
4	locus 4_0179	564	none	none
4	locus 4_0180	4121	none	none
4	locus 4_0181	5385	none	none
4	locus 4_0182	5093	none	none
4	locus 4_0183	3135	none	none
4	locus 4_0184	7634	none	none
4	locus 4_0185	4203	none	none
4	locus 4_0186	5618	none	none
4	locus 4_0187	7597	none	none
4	locus 4_0188	3391	none	none
4	locus 4_0189	5440	none	none
4	locus 4_0190	7089	none	none
4	locus 4_0191	8727	none	none
4	locus 4_0192	9891	none	none
4	locus 4_0193	2316	none	none
4	locus 4_0194	570	none	none
4	locus 4_0195	9195	none	none
4	locus 4_0196	5728	none	none
4	locus 4_0197	2392	none	none
4	locus 4_0198	3706	none	none
4	locus 4_0199	4149	none	none
4	locus 4_0200	3743	none	none
4	locus 4_0201	6127	none	none
4	locus 4_0202	3038	none	none
4	locus 4_0203	9298	none	none
4	locus 4_0204	387	none	none
4	locus 4_0205	3660	none	none
4	locus 4_0206	3391	none	none
4	locus 4_0207	7595	none	none
4	locus 4_0208	2701	none	none
4	locus 4_0209	985	none	none
4	locus 4_0210	5722	none	none
4	locus 4_0211	8637	none	none
4	locus 4_0212	6706	none	none
4	locus 4_0213	4680	none	none
4	locus 4_0214	5719	none	none
4	locus 4_0215	6589	none	none
4	locus 4_0216	2720	none	none
4	locus 4_0217	6611	none	none
4	locus 4_0218	6837	none	none
4	locus 4_0219	9720	none	none
4	locus 4_0220	4960	none	none
4	locus 4_0221	7882	none	none
4	locus 4_0222	5957	none	none
4	locus 4_0223	6656	none	none
4	locus 4_0224	9093	none	none
4	locus 4_0225	5928	none	none
4	locus 4_0226	9218	none	none
4	locus 4_0227	3725	none	none
4	locus 4_0228	7893	none	none
4	locus 4_0229	1552	none	none
4	locus 4_0230	9922	none	none
4	locus 4_0231	6607	none	none
4	locus 4_0232	4943	none	none
4	locus 4_0233	2647	none	none
4	locus 4_0234	7021	none	none
4	locus 4_0235	4864	none	none
4	locus 4_0236	6932	none	none
4	locus 4_0237	1364	none	none
4	locus 4_0238	4849	none	none
4	locus 4_0239	5601	none	none
4	locus 4_0240	328	none	none
4	locus 4_0241	9653	none	none
4	locus 4_0242	6799	none	none
4	locus 4_0243	8434	none	none
4	locus 4_0244	6772	none	none
4	locus 4_0245	5348	none	none
4	locus 4_0246	9627	none	none
4	locus 4_0247	9462	none	none
4	locus 4_0248	2217	none	none
4	locus 4_0249	454	none	none
4	locus 4_0250	3603	none	none
4	locus 4_0251	6470	none	none
4	locus 4_0252	1425	none	none
4	locus 4_0253	4026	none	none
4	locus 4_0254	8138	none	none
4	locus 4_0255	87	none	none
4	locus 4_0256	8132	none	none
4	locus 4_0257	7721	none	none
4	locus 4_0258	7358	none	none
4	locus 4_0259	8149	none	none
4	locus 4_0260	3985	none	none
4	locus 4_0261	8934	none	none
4	locus 4_0262	9450	none	none
4	locus 4_0263	521	none	none
4	locus 4_0264	8415	none	none
4	locus 4_0265	2639	none	none
4	locus 4_0266	829	none	none
4	locus 4_0267	3582	none	none
4	locus 4_0268	9906	none	none
4	locus 4_0269	6810	none	none
4	locus 4_0270	1710	none	none
4	locus 4_0271	3508	none	none
4	locus 4_0272	5191	none	none
4	locus 4_0273	9568	none	none
4	locus 4_0274	5224	none	none
4	locus 4_0275	8620	none	none
4	locus 4_0276	488	none	none
4	locus 4_0277	4995	none	none
4	locus 4_0278	323	none	none
4	locus 4_0279	9127	none	none
4	locus 4_0280	3021	none	none
4	locus 4_0281	1985	none	none
4	locus 4_0282	4396	none	none
4	locus 4_0283	9780	none	none
4	locus 4_0284	140	none	none
4	locus 4_0285	1439	none	none
4	locus 4_0286	230	none	none
4	locus 4_0287	6675	none	none
4	locus 4_0288	1936	none	none
4	locus 4_0289	7023	none	none
4	locus 4_0290	7942	none	none
4	locus 4_0291	7868	none	none
4	locus 4_0292	6059	none	none
4	locus 4_0293	9910	none	none
4	locus 4_0294	7412	none	none
4	locus 4_0295	2156	none	none
4	locus 4_0296	2033	none	none
4	locus 4_0297	4342	none	none
4	locus 4_0298	3540	none	none
4	locus 4_0299	9266	none	none
4	locus 4_0300	7870	none	none
4	locus 4_0301	3251	none	none
4	locus 4_0302	8298	none	none
4	locus 4_0303	1414	none	none
4	locus 4_0304	4154	none	none
4	locus 4_0305	8616	none	none
4	locus 4_0306	6351	none	none
4	locus 4_0307	9339	none	none
5	locus 5_0001	2603	none	none
5	locus 5_0002	2501	none	none
5	locus 5_0003	7211	none	none
5	locus 5_0004	7762	none	none
5	locus 5_0005	1663	none	none
5	locus 5_0006	5752	none	none
5	locus 5_0007	6305	none	none
5	locus 5_0008	2244	none	none
5	locus 5_0009	7581	none	none
5	locus 5_0010	9284	none	none
5	locus 5_0011	7264	none	none
5	locus 5_0012	5448	none	none
5	locus 5_0013	7810	none	none
5	locus 5_0014	1676	none	none
5	locus 5_0015	2018	none	none
5	locus 5_0016	1155	none	none
5	locus 5_0017	1768	none	none
5	locus 5_0018	2985	none	none
5	locus 5_0019	1421	none	none
5	locus 5_0020	2861	none	none
5	locus 5_0021	5221	none	none
5	locus 5_0022	6750	none	none
5	locus 5_0023	3097	none	none
5	locus 5_0024	8243	none	none
5	locus 5_0025	251	none	none
5	locus 5_0026	4532	none	none
5	locus 5_0027	286	none	none
5	locus 5_0028	4706	none	none
5	locus 5_0029	890	none	none
5	locus 5_0030	3433	none	none
5	locus 5_0031	7024	none	none
5	locus 5_0032	4498	none	none
5	locus 5_0033	7509	none	none
5	locus 5_0034	8851	none	none
5	locus 5_0035	8016	none	none
5	locus 5_0036	48	none	none
5	locus 5_0037	8188	none	none
5	locus 5_0038	996	none	none
5	locus 5_0039	2775	none	none
5	locus 5_0040	7620	none	none
5	locus 5_0041	3654	none	none
5	locus 5_0042	9349	none	none
5	locus 5_0043	7382	none	none
5	locus 5_0044	5232	none	none
5	locus 5_0045	1654	none	none
5	locus 5_0046	701	none	none
5	locus 5_0047	1788	none	none
5	locus 5_0048	4417	none	none
5	locus 5_0049	1686	none	none
5	locus 5_0050	6892	none	none
5	locus 5_0051	7491	none	none
5	locus 5_0052	8603	none	none
5	locus 5_0053	9100	none	none
5	locus 5_0054	883	none	none
5	locus 5_0055	5131	none	none
5	locus 5_0056	8152	none	none
5	locus 5_0057	7477	none	none
5	locus 5_0058	1293	none	none
5	locus 5_0059	3271	none	none
5	locus 5_0060	1135	none	none
5	locus 5_0061	4065	none	none
5	locus 5_0062	8881	none	none
5	locus 5_0063	6469	none	none
5	locus 5_0064	6803	none	none
5	locus 5_0065	2693	none	none
5	locus 5_0066	4655	none	none
5	locus 5_0067	9966	none	none
5	locus 5_0068	7211	none	none
5	locus 5_0069	2833	none	none
5	locus 5_0070	9395	none	none
5	locus 5_0071	5834	none	none
5	locus 5_0072	2148	none	none
5	locus 5_0073	1172	none	none
5	locus 5_0074	4056	none	none
5	locus 5_0075	8663	none	none
5	locus 5_0076	2440	none	none
5	locus 5_0077	4141	none	none
5	locus 5_0078	8471	none	none
5	locus 5_0079	5653	none	none
5	locus 5_0080	7149	none	none
5	locus 5_0081	4970	none	none
5	locus 5_0082	883	none	none
5	locus 5_0083	6624	none	none
5	locus 5_0084	6552	none	none
5	locus 5_0085	9340	none	none
5	locus 5_0086	9905	none	none
5	locus 5_0087	9525	none	none
5	locus 5_0088	93	none	none
5	locus 5_0089	9744	none	none
5	locus 5_0090	1283	none	none
5	locus 5_0091	6724	none	none
5	locus 5_0092	6553	none	none
5	locus 5_0093	5756	none	none
5	locus 5_0094	703	none	none
5	locus 5_0095	3557	none	none
5	locus 5_0096	8041	none	none
5	locus 5_0097	7822	none	none
5	locus 5_0098	2305	none	none
5	locus 5_0099	9877	none	none
5	locus 5_0100	7618	none	none
5	locus 5_0101	2535	none	none
5	locus 5_0102	6848	none	none
5	locus 5_0103	690	none	none
5	locus 5_0104	2401	none	none
5	locus 5_0105	737	none	none
5	locus 5_0106	2384	none	none
5	locus 5_0107	6254	none	none
5	locus 5_0108	3264	none	none
5	locus 5_0109	8226	none	none
5	locus 5_0110	1330	none	none
5	locus 5_0111	8055	none	none
5	locus 5_0112	9225	none	none
5	locus 5_0113	4795	none	none
5	locus 5_0114	5803	none	none
5	locus 5_0115	6648	none	none
5	locus 5_0116	8305	none	none
5	locus 5_0117	6755	none	none
5	locus 5_0118	2549	none	none
5	locus 5_0119	6600	none	none
5	locus 5_0120	6501	none	none
5	locus 5_0121	1212	none	none
5	locus 5_0122	9311	none	none
5	locus 5_0123	4567	none	none
5	locus 5_0124	34	none	none
5	locus 5_0125	4805	none	none
5	locus 5_0126	8169	none	none
5	locus 5_0127	3487	none	none
5	locus 5_0128	9465	none	none
5	locus 5_0129	865	none	none
5	locus 5_0130	9188	none	none
5	locus 5_0131	7615	none	none
5	locus 5_0132	6421	none	none
5	locus 5_0133	1696	none	none
5	locus 5_0134	4923	none	none
5	locus 5_0135	7583	none	none
5	locus 5_0136	4869	none	none
5	locus 5_0137	3008	none	none
5	locus 5_0138	9652	none	none
5	locus 5_0139	3449	none	none
5	locus 5_0140	5090	none	none
5	locus 5_0141	3894	none	none
5	locus 5_0142	6604	none	none
5	locus 5_0143	9136	none	none
5	locus 5_0144	2120	none	none
5	locus 5_0145	1152	none	none
5	locus 5_0146	6540	none	none
5	locus 5_0147	1030	none	none
5	locus 5_0148	6435	none	none
5	locus 5_0149	8008	none	none
5	locus 5_0150	4062	none	none
5	locus 5_0151	640	none	none
5	locus 5_0152	1294	none	none
5	locus 5_0153	9255	none	none
5	locus 5_0154	3268	none	none
5	locus 5_0155	6452	none	none
5	locus 5_0156	6521	none	none
5	locus 5_0157	1762	none	none
5	locus 5_0158	9491	none	none
5	locus 5_0159	3302	none	none
5	locus 5_0160	9194	none	none
5	locus 5_0161	6646	none	none
5	locus 5_0162	2047	none	none
5	locus 5_0163	498	none	none
5	locus 5_0164	9893	none	none
5	locus 5_0165	1539	none	none
5	locus 5_0166	3525	none	none
5	locus 5_0167	4277	none	none
5	locus 5_0168	1973	none	none
5	locus 5_0169	5769	none	none
5	locus 5_0170	3860	none	none
5	locus 5_0171	1828	none	none
5	locus 5_0172	9978	none	none
5	locus 5_0173	2506	none	none
5	locus 5_0174	1229	none	none
5	locus 5_0175	4885	none	none
5	locus 5_0176	7746	none	none
5	locus 5_0177	8996	none	none
5	locus 5_0178	782	none	none
5	locus 5_0179	1387	none	none
5	locus 5_0180	4409	none	none
5	locus 5_0181	2274	none	none
5	locus 5_0182	9746	none	none
5	locus 5_0183	5388	none	none
5	locus 5_0184	168	none	none
5	locus 5_0185	9850	none	none
5	locus 5_0186	7535	none	none
5	locus 5_0187	8268	none	none
5	locus 5_0188	8246	none	none
5	locus 5_0189	496	none	none
5	locus 5_0190	7908	none	none
5	locus 5_0191	8804	none	none
5	locus 5_0192	6235	none	none
5	locus 5_0193	6304	none	none
5	locus 5_0194	9587	none	none
5	locus 5_0195	8281	none	none
5	locus 5_0196	2044	none	none
5	locus 5_0197	1524	none	none
5	locus 5_0198	4159	none	none
5	locus 5_0199	5381	none	none
5	locus 5_0200	5094	none	none
5	locus 5_0201	6024	none	none
5	locus 5_0202	3882	none	none
5	locus 5_0203	4153	none	none
5	locus 5_0204	6324	none	none
5	locus 5_0205	5551	none	none
5	locus 5_0206	1552	none	none
5	locus 5_0207	5797	none	none
5	locus 5_0208	8779	none	none
5	locus 5_0209	9726	none	none
5	locus 5_0210	837	none	none
5	locus 5_0211	3454	none	none
5	locus 5_0212	7879	none	none
5	locus 5_0213	6496	none	none
5	locus 5_0214	4475	none	none
5	locus 5_0215	5808	none	none
5	locus 5_0216	204	none	none
5	locus 5_0217	9864	none	none
5	locus 5_0218	8298	none	none
5	locus 5_0219	8788	none	none
5	locus 5_0220	7299	none	none
5	locus 5_0221	2901	none	none
5	locus 5_0222	8351	none	none
5	locus 5_0223	8311	none	none
5	locus 5_0224	8756	none	none
5	locus 5_0225	3223	none	none
5	locus 5_0226	9842	none	none
6	locus 0001	9057	none	none
6	locus 0002	6923	none	none
6	locus 0003	2121	none	none
6	locus 0004	3126	none	none
6	locus 0005	5113	none	none
6	locus 0006	2151	none	none
6	locus 0007	3964	none	none
6	locus 0008	938	none	none
6	locus 0009	4604	none	none
6	locus 0010	8133	none	none
6	locus 0011	8811	none	none
6	locus 0012	5646	none	none
6	locus 0013	3380	none	none
6	locus 0014	4571	none	none
6	locus 0015	2105	none	none
6	locus 0016	9910	none	none
6	locus 0017	3190	none	none
6	locus 0018	877	none	none
6	locus 0019	4705	none	none
6	locus 0020	6089	none	none
6	locus 0021	5592	none	none
6	locus 0022	2539	none	none
6	locus 0023	8797	none	none
6	locus 0024	643	none	none
6	locus 0025	1960	none	none
6	locus 0026	3352	none	none
6	locus 0027	7188	none	none
6	locus 0028	592	none	none
6	locus 0029	8937	none	none
6	locus 0030	4160	none	none
6	locus 0031	2774	none	none
6	locus 0032	8118	none	none
6	locus 0033	489	none	none
6	locus 0034	3985	none	none
6	locus 0035	6408	none	none
6	locus 0036	8459	none	none
6	locus 0037	1352	none	none
6	locus 0038	3180	none	none
6	locus 0039	3743	none	none
6	locus 0040	1471	none	none
6	locus 0041	9814	none	none
6	locus 0042	9850	none	none
6	locus 0043	6485	none	none
6	locus 0044	5609	none	none
6	locus 0045	2043	none	none
6	locus 0046	3816	none	none
6	locus 0047	2035	none	none
6	locus 0048	4834	none	none
6	locus 0049	9980	none	none
6	locus 0050	6912	none	none
6	locus 0051	8088	none	none
6	locus 0052	5806	none	none
6	locus 0053	8555	none	none
6	locus 0054	9010	none	none
6	locus 0055	4995	none	none
6	locus 0056	2759	none	none
6	locus 0057	1975	none	none
6	locus 0058	1793	none	none
6	locus 0059	4038	none	none
6	locus 0060	7006	none	none
6	locus 0061	821	none	none
6	locus 0062	6106	none	none
6	locus 0063	688	none	none
6	locus 0064	5258	none	none
6	locus 0065	5825	none	none
6	locus 0066	5232	none	none
6	locus 0067	2818	none	none
6	locus 0068	1248	none	none
6	locus 0069	7244	none	none
6	locus 0070	1547	none	none
6	locus 0071	2893	none	none
6	locus 0072	599	none	none
6	locus 0073	730	none	none
6	locus 0074	987	none	none
6	locus 0075	2940	none	none
6	locus 0076	8384	none	none
6	locus 0077	4635	none	none
6	locus 0078	9116	none	none
6	locus 0079	8926	none	none
6	locus 0080	5214	none	none
6	locus 0081	7629	none	none
6	locus 0082	8764	none	none
6	locus 0083	6064	none	none
6	locus 0084	8651	none	none
6	locus 0085	4157	none	none
6	locus 0086	6754	none	none
6	locus 0087	1068	none	none
6	locus 0088	5065	none	none
6	locus 0089	6208	none	none
6	locus 0090	559	none	none
6	locus 0091	2317	none	none
6	locus 0092	5589	none	none
6	locus 0093	119	none	none
6	locus 0094	1852	none	none
6	locus 0095	4768	none	none
6	locus 0096	1501	none	none
6	locus 0097	6314	none	none
6	locus 0098	8153	none	none
6	locus 0099	2767	none	none
6	locus 0100	1758	none	none
6	locus 0101	5717	none	none
6	locus 0102	4367	none	none
6	locus 0103	7995	none	none
6	locus 0104	23	none	none
6	locus 0105	8821	none	none
6	locus 0106	2895	none	none
6	locus 0107	6430	none	none
6	locus 0108	6635	none	none
6	locus 0109	8299	none	none
6	locus 0110	41	none	none
6	locus 0111	2026	none	none
6	locus 0112	8947	none	none
6	locus 0113	6886	none	none
6	locus 0114	4714	none	none
6	locus 0115	4278	none	none
6	locus 0116	3188	none	none
6	locus 0117	6264	none	none
6	locus 0118	9840	none	none
6	locus 0119	708	none	none
6	locus 0120	4382	none	none
6	locus 0121	2200	none	none
6	locus 0122	9410	none	none
6	locus 0123	1201	none	none
6	locus 0124	3120	none	none
6	locus 0125	6784	none	none
6	locus 0126	4644	none	none
6	locus 0127	2844	none	none
6	locus 0128	2359	none	none
6	locus 0129	1441	none	none
6	locus 0130	646	none	none
6	locus 0131	1092	none	none
6	locus 0132	266	none	none
6	locus 0133	9822	none	none
6	locus 0134	9569	none	none
6	locus 0135	7273	none	none
6	locus 0136	3469	none	none
6	locus 0137	9438	none	none
6	locus 0138	7590	none	none
6	locus 0139	5541	none	none
6	locus 0140	6103	none	none
6	locus 0141	3066	none	none
6	locus 0142	8665	none	none
6	locus 0143	4970	none	none
6	locus 0144	4042	none	none
6	locus 0145	2473	none	none
6	locus 0146	1434	none	none
6	locus 0147	9828	none	none
6	locus 0148	3446	none	none
6	locus 0149	4285	none	none
6	locus 0150	3240	none	none
6	locus 0151	1083	none	none
6	locus 0152	9458	none	none
6	locus 0153	3196	none	none
6	locus 0154	6406	none	none
6	locus 0155	9707	none	none
6	locus 0156	1980	none	none
6	locus 0157	9314	none	none
6	locus 0158	3424	none	none
6	locus 0159	2308	none	none
6	locus 0160	9079	none	none
6	locus 0161	8655	none	none
6	locus 0162	7422	none	none
6	locus 0163	3693	none	none
6	locus 0164	6779	none	none
6	locus 0165	6652	none	none
6	locus 0166	1381	none	none
6	locus 0167	1287	none	none
6	locus 0168	3192	none	none
6	locus 0169	2096	none	none
6	locus 0170	7747	none	none
6	locus 0171	1276	none	none
6	locus 0172	7077	none	none
6	locus 0173	1023	none	none
6	locus 0174	9044	none	none
6	locus 0175	7490	none	none
6	locus 0176	7513	none	none
6	locus 0177	3137	none	none
6	locus 0178	7287	none	none
6	locus 0179	6361	none	none
6	locus 0180	9852	none	none
6	locus 0181	3089	none	none
6	locus 0182	366	none	none
6	locus 0183	9162	none	none
6	locus 0184	4676	none	none
6	locus 0185	5735	none	none
6	locus 0186	2376	none	none
6	locus 0187	6324	none	none
6	locus 0188	4069	none	none
6	locus 0189	7234	none	none
6	locus 0190	4383	none	none
6	locus 0191	9395	none	none
6	locus 0192	1028	none	none
6	locus 0193	2665	none	none
6	locus 0194	7655	none	none
6	locus 0195	691	none	none
6	locus 0196	4364	none	none
6	locus 0197	4907	none	none
6	locus 0198	9076	none	none
6	locus 0199	4912	none	none
6	locus 0200	7406	none	none
6	locus 0201	2641	none	none
6	locus 0202	1821	none	none
6	locus 0203	2472	none	none
6	locus 0204	4728	none	none
6	locus 0205	7987	none	none
6	locus 0206	1498	none	none
6	locus 0207	6485	none	none
6	locus 0208	7260	none	none
6	locus 0209	668	none	none
6	locus 0210	4139	none	none
6	locus 0211	399	none	none
6	locus 0212	693	none	none
6	locus 0213	8635	none	none
6	locus 0214	270	none	none
6	locus 0215	2261	none	none
6	locus 0216	3774	none	none
6	locus 0217	9039	none	none
6	locus 0218	174	none	none
6	locus 0219	4666	none	none
6	locus 0220	1857	none	none
6	locus 0221	3069	none	none
6	locus 0222	6736	none	none
6	locus 0223	4749	none	none
6	locus 0224	446	none	none
6	locus 0225	7495	none	none
6	locus 0226	2269	none	none
6	locus 0227	6503	none	none
6	locus 0228	4227	none	none
6	locus 0229	7776	none	none
6	locus 0230	4142	none	none
6	locus 0231	8480	none	none
6	locus 0232	9596	none	none
6	locus 0233	7185	none	none
6	locus 0234	5716	none	none
6	locus 0235	3481	none	none
6	locus 0236	1208	none	none
6	locus 0237	7784	none	none
6	locus 0238	1949	none	none
6	locus 0239	6847	none	none
6	locus 0240	8065	none	none
6	locus 0241	7246	none	none
6	locus 0242	683	none	none
6	locus 0243	3315	none	none
6	locus 0244	9208	none	none
6	locus 0245	357	none	none
6	locus 0246	907	none	none
6	locus 0247	3729	none	none
6	locus 0248	3441	none	none
6	locus 0249	8174	none	none
6	locus 0250	3501	none	none
6	locus 0251	3973	none	none
6	locus 0252	4873	none	none
6	locus 0253	7696	none	none
6	locus 0254	9281	none	none
6	locus 0255	7487	none	none
6	locus 0256	6449	none	none
6	locus 0257	1419	none	none
6	locus 0258	9199	none	none
6	locus 0259	3936	none	none
6	locus 0260	1695	none	none
6	locus 0261	4669	none	none
6	locus 0262	9203	none	none
6	locus 0263	4066	none	none
6	locus 0264	3307	none	none
6	locus 0265	767	none	none
6	locus 0266	2854	none	none
6	locus 0267	3730	none	none
6	locus 0268	5160	none	none
6	locus 0269	3996	none	none
6	locus 0270	8400	none	none
6	locus 0271	2255	none	none
6	locus 0272	3075	none	none
6	locus 0273	3092	none	none
6	locus 0274	3240	none	none
6	locus 0275	7232	none	none
6	locus 0276	1895	none	none
6	locus 0277	3552	none	none
6	locus 0278	4274	none	none
6	locus 0279	2955	none	none
6	locus 0280	6338	none	none
6	locus 0281	4736	none	none
6	locus 0282	8970	none	none
6	locus 0283	8516	none	none
6	locus 0284	7364	none	none
6	locus 0285	4467	none	none
6	locus 0286	6281	none	none
6	locus 0287	8296	none	none
6	locus 0288	5377	none	none
6	locus 0289	218	none	none
6	locus 0290	7581	none	none
6	locus 0291	2936	none	none
6	locus 0292	6630	none	none
6	locus 0293	6358	none	none
6	locus 0294	4736	none	none
6	locus 0295	7908	none	none
6	locus 0296	5061	none	none
6	locus 0297	7707	none	none
6	locus 0298	3601	none	none
6	locus 0299	9963	none	none
6	locus 0300	1068	none	none
6	locus 0301	8571	none	none
6	locus 0302	8854	none	none
6	locus 0303	6161	none	none
6	locus 0304	5706	none	none
6	locus 0305	2633	none	none
6	locus 0306	5805	none	none
6	locus 0307	9064	none	none
