Brach chrom	Brach gene	Start	aliases	annotation
1	Bradi1g67940	66503093	none	none
1	Bradi1g67950	66509541	none	none
1	Bradi1g67960	66513939	none	none
1	Bradi1g67970	66528151	none	none
1	Bradi1g67980	66540509	none	none
1	Bradi1g67990	66543476	none	none
1	Bradi1g68000	66556155	none	none
1	Bradi1g68010	66562350	none	none
1	Bradi1g68020	66567108	none	none
1	Bradi1g68030	66575494	none	none
1	Bradi1g68040	66581033	none	none
1	Bradi1g68050	66585193	none	none
1	Bradi1g68060	66591551	none	none
1	Bradi1g68070	66602823	none	none
1	Bradi1g68080	66611468	none	none
1	Bradi1g68090	66617957	none	none
1	Bradi1g68100	66621641	none	none
1	Bradi1g68110	66649359	none	none
1	Bradi1g68120	66656313	none	none
1	Bradi1g68130	66664958	none	none
1	Bradi1g68140	66669838	none	none
1	Bradi1g68150	66672423	none	none
1	Bradi1g68160	66674408	none	none
1	Bradi1g68170	66688550	none	none
1	Bradi1g68180	66692479	none	none
1	Bradi1g68190	66704559	none	none
1	Bradi1g68200	66709650	none	none
1	Bradi1g68210	66746701	none	none
1	Bradi1g68220	66764223	none	none
1	Bradi1g68230	66772525	none	none
1	Bradi1g68240	66776433	none	none
1	Bradi1g68250	66784380	none	none
1	Bradi1g68260	66791794	none	none
1	Bradi1g68270	66802692	none	none
1	Bradi1g68280	66807703	none	none
1	Bradi1g68290	66815854	none	none
1	Bradi1g68300	66826388	none	none
1	Bradi1g68310	66834900	none	none
1	Bradi1g68320	66839465	none	none
1	Bradi1g68330	66847550	none	none
1	Bradi1g68340	66870670	none	none
1	Bradi1g68350	66882453	none	none
1	Bradi1g68360	66890731	none	none
1	Bradi1g68370	66895928	none	none
1	Bradi1g68380	66912635	none	none
1	Bradi1g68390	66917852	none	none
1	Bradi1g68400	66923078	none	none
1	Bradi1g68410	66925696	none	none
1	Bradi1g68420	66931359	none	none
1	Bradi1g68430	66936242	none	none
1	Bradi1g68440	66943477	none	none
1	Bradi1g68450	66948753	none	none
1	Bradi1g68460	66969429	none	none
1	Bradi1g68470	67040419	none	none
1	Bradi1g68480	67051145	none	none
1	Bradi1g68490	67063237	none	none
1	Bradi1g68500	67066093	none	none
1	Bradi1g68510	67074791	none	none
1	Bradi1g68520	67085660	none	none
1	Bradi1g68530	67097349	none	none
1	Bradi1g68540	67101908	none	none
1	Bradi1g68550	67107614	none	none
1	Bradi1g68560	67117639	none	none
1	Bradi1g68570	67128388	none	none
1	Bradi1g68580	67129776	none	none
1	Bradi1g68590	67140497	none	none
1	Bradi1g68600	67143733	none	none
1	Bradi1g68610	67157688	none	none
1	Bradi1g68620	67166177	none	none
1	Bradi1g68630	67169409	none	none
1	Bradi1g68640	67181550	none	none
1	Bradi1g68650	67184405	none	none
1	Bradi1g68660	67193531	none	none
1	Bradi1g68670	67198394	none	none
1	Bradi1g68680	67213557	none	none
1	Bradi1g68690	67219593	none	none
1	Bradi1g68700	67227189	none	none
1	Bradi1g68710	67236494	none	none
1	Bradi1g68720	67243456	none	none
1	Bradi1g68730	67256821	none	none
1	Bradi1g68740	67262271	none	none
1	Bradi1g68750	67265579	none	none
1	Bradi1g68760	67271579	none	none
1	Bradi1g68770	67282456	none	none
1	Bradi1g68780	67285190	none	none
1	Bradi1g68790	67288253	none	none
1	Bradi1g68800	67292387	none	none
1	Bradi1g68810	67296750	none	none
1	Bradi1g68820	67303489	none	none
1	Bradi1g68830	67308108	none	none
1	Bradi1g68840	67320213	none	none
1	Bradi1g68850	67331587	none	none
1	Bradi1g68860	67334530	none	none
1	Bradi1g68870	67338795	none	none
1	Bradi1g68880	67340819	none	none
1	Bradi1g68890	67349688	none	none
1	Bradi1g68900	67352566	none	none
1	Bradi1g68910	67356919	none	none
1	Bradi1g68920	67381935	none	none
1	Bradi1g68930	67390234	none	none
1	Bradi1g68940	67393500	none	none
1	Bradi1g68950	67402588	none	none
1	Bradi1g68960	67420311	none	none
1	Bradi1g68970	67427974	none	none
1	Bradi1g68980	67433627	none	none
1	Bradi1g68990	67440655	none	none
1	Bradi1g69000	67446480	none	none
1	Bradi1g69010	67462966	none	none
1	Bradi1g69020	67470887	none	none
1	Bradi1g69030	67478299	none	none
1	Bradi1g69040	67497007	none	none
1	Bradi1g69050	67512418	none	none
1	Bradi1g69060	67514274	none	none
1	Bradi1g69070	67527726	none	none
1	Bradi1g69080	67536453	none	none
1	Bradi1g69090	67540087	none	none
1	Bradi1g69100	67560575	none	none
1	Bradi1g69110	67570645	none	none
1	Bradi1g69120	67588588	none	none
1	Bradi1g69130	67605270	none	none
1	Bradi1g69140	67621222	none	none
1	Bradi1g69150	67642149	none	none
1	Bradi1g69160	67650656	none	none
1	Bradi1g69170	67653773	none	none
1	Bradi1g69180	67670075	none	none
1	Bradi1g69190	67678725	none	none
1	Bradi1g69200	67687790	none	none
1	Bradi1g69210	67693295	none	none
1	Bradi1g69220	67706277	none	none
1	Bradi1g69230	67712009	none	none
1	Bradi1g69240	67722054	none	none
1	Bradi1g69250	67730343	none	none
1	Bradi1g69260	67733143	none	none
1	Bradi1g69270	67750855	none	none
1	Bradi1g69280	67752206	none	none
1	Bradi1g69290	67759866	none	none
1	Bradi1g69300	67763987	none	none
1	Bradi1g69310	67771985	none	none
1	Bradi1g69320	67776288	none	none
1	Bradi1g69330	67779964	none	none
1	Bradi1g69340	67785513	none	none
1	Bradi1g69350	67791645	none	none
1	Bradi1g69360	67797914	none	none
1	Bradi1g69370	67806807	none	none
1	Bradi1g69380	67815482	none	none
1	Bradi1g69390	67820341	none	none
1	Bradi1g69400	67832493	none	none
1	Bradi1g69410	67838063	none	none
1	Bradi1g69420	67849721	none	none
1	Bradi1g69430	67855502	none	none
1	Bradi1g69440	67911149	none	none
1	Bradi1g69450	67934685	none	none
1	Bradi1g69460	67953678	none	none
1	Bradi1g69470	67972715	none	none
1	Bradi1g69480	67984277	none	none
1	Bradi1g69490	67992663	none	none
1	Bradi1g69500	68000671	none	none
1	Bradi1g69510	68014737	none	none
1	Bradi1g69520	68029968	none	none
1	Bradi1g69530	68045180	none	none
1	Bradi1g69540	68051593	none	none
1	Bradi1g69550	68060336	none	none
1	Bradi1g69560	68064446	none	none
1	Bradi1g69570	68078274	none	none
1	Bradi1g69580	68092214	none	none
1	Bradi1g69590	68096535	none	none
1	Bradi1g69600	68106100	none	none
1	Bradi1g69610	68112206	none	none
1	Bradi1g69620	68117983	none	none
1	Bradi1g69630	68125628	none	none
1	Bradi1g69640	68137730	none	none
1	Bradi1g69650	68147972	none	none
1	Bradi1g69660	68158762	none	none
1	Bradi1g69670	68161652	none	none
1	Bradi1g69680	68164945	none	none
1	Bradi1g69690	68173779	none	none
1	Bradi1g69700	68185327	none	none
1	Bradi1g69710	68191348	none	none
1	Bradi1g69720	68196741	none	none
1	Bradi1g69730	68206285	none	none
1	Bradi1g69740	68211822	none	none
1	Bradi1g69750	68212592	none	none
1	Bradi1g69760	68220774	none	none
1	Bradi1g69770	68231277	none	none
1	Bradi1g69780	68235818	none	none
1	Bradi1g69790	68241366	none	none
1	Bradi1g69800	68242765	none	none
1	Bradi1g69810	68247718	none	none
1	Bradi1g69820	68260480	none	none
1	Bradi1g69830	68270430	none	none
1	Bradi1g69840	68273936	none	none
1	Bradi1g69850	68279140	none	none
1	Bradi1g69860	68284008	none	none
1	Bradi1g69870	68285108	none	none
1	Bradi1g69880	68307855	none	none
1	Bradi1g69890	68331615	none	none
1	Bradi1g69900	68347598	none	none
1	Bradi1g69910	68377595	none	none
1	Bradi1g69920	68383554	none	none
1	Bradi1g69930	68392371	none	none
1	Bradi1g69940	68410842	none	none
1	Bradi1g69950	68431680	none	none
1	Bradi1g69960	68438478	none	none
1	Bradi1g69970	68443871	none	none
1	Bradi1g69980	68446702	none	none
1	Bradi1g69990	68451888	none	none
1	Bradi1g70000	68456611	none	none
1	Bradi1g70010	68469203	none	none
1	Bradi1g70020	68472128	none	none
1	Bradi1g70030	68476296	none	none
1	Bradi1g70040	68481677	none	none
1	Bradi1g70050	68486910	none	none
1	Bradi1g70060	68504091	none	none
1	Bradi1g70070	68525829	none	none
1	Bradi1g70080	68528740	none	none
1	Bradi1g70090	68544649	none	none
1	Bradi1g70100	68552233	none	none
1	Bradi1g70110	68556190	none	none
1	Bradi1g70120	68558496	none	none
1	Bradi1g70130	68561982	none	none
1	Bradi1g70140	68565488	none	none
1	Bradi1g70150	68566909	none	none
1	Bradi1g70160	68568824	none	none
1	Bradi1g70170	68577364	none	none
1	Bradi1g70180	68583207	none	none
1	Bradi1g70190	68598748	none	none
1	Bradi1g70200	68606596	none	none
1	Bradi1g70210	68611103	none	none
1	Bradi1g70220	68616648	none	none
1	Bradi1g70230	68627600	none	none
1	Bradi1g70240	68642749	none	none
1	Bradi1g70250	68646012	none	none
1	Bradi1g70260	68652778	none	none
1	Bradi1g70270	68656937	none	none
1	Bradi1g70280	68668366	none	none
1	Bradi1g70290	68676553	none	none
1	Bradi1g70300	68685680	none	none
1	Bradi1g70310	68692700	none	none
1	Bradi1g70320	68707482	none	none
1	Bradi1g70330	68716565	none	none
1	Bradi1g70340	68722397	none	none
1	Bradi1g70350	68725106	none	none
1	Bradi1g70360	68731829	none	none
1	Bradi1g70370	68732972	none	none
1	Bradi1g70380	68739643	none	none
1	Bradi1g70390	68740767	none	none
1	Bradi1g70400	68745036	none	none
1	Bradi1g70410	68749913	none	none
1	Bradi1g70420	68761423	none	none
1	Bradi1g70430	68764327	none	none
1	Bradi1g70440	68768353	none	none
1	Bradi1g70450	68774665	none	none
1	Bradi1g70460	68786689	none	none
1	Bradi1g70470	68792858	none	none
1	Bradi1g70480	68798150	none	none
1	Bradi1g70490	68800441	none	none
1	Bradi1g70500	68801657	none	none
1	Bradi1g70510	68803327	none	none
1	Bradi1g70520	68804902	none	none
1	Bradi1g70530	68817311	none	none
1	Bradi1g70540	68821930	none	none
1	Bradi1g70550	68823937	none	none
1	Bradi1g70560	68826185	none	none
1	Bradi1g70570	68827630	none	none
1	Bradi1g70580	68837230	none	none
1	Bradi1g70590	68842368	none	none
1	Bradi1g70600	68847099	none	none
1	Bradi1g70610	68852067	none	none
1	Bradi1g70620	68855971	none	none
1	Bradi1g70630	68861832	none	none
1	Bradi1g70640	68864798	none	none
1	Bradi1g70650	68870024	none	none
1	Bradi1g70660	68877351	none	none
1	Bradi1g70670	68885588	none	none
1	Bradi1g70680	68890906	none	none
1	Bradi1g70690	68894430	none	none
1	Bradi1g70700	68900334	none	none
1	Bradi1g70710	68905292	none	none
1	Bradi1g70720	68908709	none	none
1	Bradi1g70730	68911878	none	none
1	Bradi1g70740	68913013	none	none
1	Bradi1g70750	68917614	none	none
1	Bradi1g70760	68925355	none	none
1	Bradi1g70770	68927997	none	none
1	Bradi1g70780	68933633	none	none
1	Bradi1g70790	68938269	none	none
1	Bradi1g70800	68942206	none	none
1	Bradi1g70810	68958221	none	none
1	Bradi1g70820	68970343	none	none
1	Bradi1g70830	68976549	none	none
1	Bradi1g70840	68986108	none	none
1	Bradi1g70850	68995556	none	none
1	Bradi1g70860	69006335	none	none
1	Bradi1g70870	69008438	none	none
1	Bradi1g70880	69012406	none	none
1	Bradi1g70890	69016657	none	none
1	Bradi1g70900	69026592	none	none
1	Bradi1g70910	69039287	none	none
1	Bradi1g70920	69042455	none	none
1	Bradi1g70930	69052136	none	none
1	Bradi1g70940	69062967	none	none
1	Bradi1g70950	69082744	none	none
1	Bradi1g70960	69090400	none	none
1	Bradi1g70970	69099991	none	none
1	Bradi1g70980	69101884	none	none
1	Bradi1g70990	69108015	none	none
1	Bradi1g71000	69112293	none	none
1	Bradi1g71010	69117241	none	none
1	Bradi1g71020	69130621	none	none
1	Bradi1g71030	69135768	none	none
1	Bradi1g71040	69161886	none	none
1	Bradi1g71050	69168374	none	none
1	Bradi1g71060	69166609	none	none
1	Bradi1g71070	69177687	none	none
1	Bradi1g71080	69181600	none	none
1	Bradi1g71090	69191113	none	none
1	Bradi1g71100	69193193	none	none
1	Bradi1g71110	69198074	none	none
1	Bradi1g71120	69204332	none	none
1	Bradi1g71130	69206413	none	none
1	Bradi1g71140	69209178	none	none
1	Bradi1g71150	69217464	none	none
1	Bradi1g71160	69218968	none	none
1	Bradi1g71170	69226667	none	none
1	Bradi1g71180	69232026	none	none
1	Bradi1g71190	69237852	none	none
1	Bradi1g71200	69243751	none	none
1	Bradi1g71210	69251819	none	none
1	Bradi1g71220	69259152	none	none
1	Bradi1g71230	69270646	none	none
1	Bradi1g71240	69279471	none	none
1	Bradi1g71250	69285950	none	none
1	Bradi1g71260	69289529	none	none
1	Bradi1g71270	69293633	none	none
1	Bradi1g71280	69306639	none	none
1	Bradi1g71290	69309647	none	none
1	Bradi1g71300	69318200	none	none
1	Bradi1g71310	69323717	none	none
1	Bradi1g71320	69336122	none	none
1	Bradi1g71330	69348198	none	none
1	Bradi1g71340	69362138	none	none
1	Bradi1g71350	69367824	none	none
1	Bradi1g71360	69373170	none	none
1	Bradi1g71370	69380435	none	none
1	Bradi1g71380	69389721	none	none
1	Bradi1g71390	69399906	none	none
1	Bradi1g71400	69401250	none	none
1	Bradi1g71410	69404508	none	none
1	Bradi1g71420	69414649	none	none
1	Bradi1g71430	69423656	none	none
1	Bradi1g71440	69426911	none	none
1	Bradi1g71450	69429558	none	none
1	Bradi1g71460	69449124	none	none
1	Bradi1g71470	69454912	none	none
1	Bradi1g71480	69470537	none	none
1	Bradi1g71490	69471772	none	none
1	Bradi1g71500	69479273	none	none
1	Bradi1g71510	69503031	none	none
1	Bradi1g71520	69516506	none	none
1	Bradi1g71530	69521093	none	none
1	Bradi1g71540	69537305	none	none
1	Bradi1g71550	69539725	none	none
1	Bradi1g71560	69544096	none	none
1	Bradi1g71570	69546201	none	none
1	Bradi1g71580	69554030	none	none
1	Bradi1g71590	69567438	none	none
1	Bradi1g71600	69567282	none	none
1	Bradi1g71610	69575809	none	none
1	Bradi1g71620	69579303	none	none
1	Bradi1g71630	69592679	none	none
1	Bradi1g71640	69615712	none	none
1	Bradi1g71650	69619769	none	none
1	Bradi1g71660	69623755	none	none
1	Bradi1g71670	69628875	none	none
1	Bradi1g71680	69646001	none	none
1	Bradi1g71690	69646554	none	none
1	Bradi1g71700	69656436	none	none
1	Bradi1g71710	69663983	none	none
1	Bradi1g71720	69669123	none	none
1	Bradi1g71730	69671531	none	none
1	Bradi1g71740	69679683	none	none
1	Bradi1g71750	69684722	none	none
1	Bradi1g71760	69690507	none	none
1	Bradi1g71770	69697255	none	none
1	Bradi1g71780	69705475	none	none
1	Bradi1g71790	69724572	none	none
1	Bradi1g71800	69729640	none	none
1	Bradi1g71810	69738566	none	none
1	Bradi1g71820	69747313	none	none
1	Bradi1g71830	69753340	none	none
1	Bradi1g71840	69764060	none	none
1	Bradi1g71850	69769057	none	none
1	Bradi1g71860	69771102	none	none
1	Bradi1g71870	69775161	none	none
1	Bradi1g71880	69781634	none	none
1	Bradi1g71890	69785704	none	none
1	Bradi1g71900	69790219	none	none
1	Bradi1g71910	69793426	none	none
1	Bradi1g71920	69806079	none	none
1	Bradi1g71930	69812847	none	none
1	Bradi1g71940	69823866	none	none
1	Bradi1g71950	69827752	none	none
1	Bradi1g71960	69829727	none	none
1	Bradi1g71970	69832674	none	none
1	Bradi1g71980	69835534	none	none
1	Bradi1g71990	69840590	none	none
1	Bradi1g72000	69852920	none	none
1	Bradi1g72010	69854893	none	none
1	Bradi1g72020	69862320	none	none
1	Bradi1g72030	69866139	none	none
1	Bradi1g72040	69874361	none	none
1	Bradi1g72050	69876129	none	none
1	Bradi1g72060	69878687	none	none
1	Bradi1g72070	69887207	none	none
1	Bradi1g72080	69897058	none	none
1	Bradi1g72090	69901754	none	none
1	Bradi1g72100	69926208	none	none
1	Bradi1g72110	69929619	none	none
1	Bradi1g72120	69933177	none	none
1	Bradi1g72130	69941096	none	none
1	Bradi1g72140	69947941	none	none
1	Bradi1g72150	69952452	none	none
1	Bradi1g72160	69959945	none	none
1	Bradi1g72170	69972095	none	none
1	Bradi1g72180	69975816	none	none
1	Bradi1g72190	69984686	none	none
1	Bradi1g72200	69998392	none	none
1	Bradi1g72210	70005296	none	none
1	Bradi1g72220	70008099	none	none
1	Bradi1g72230	70018559	none	none
1	Bradi1g72240	70022982	none	none
1	Bradi1g72250	70025637	none	none
1	Bradi1g72260	70027903	none	none
1	Bradi1g72270	70030635	none	none
1	Bradi1g72280	70031824	none	none
1	Bradi1g72290	70041439	none	none
1	Bradi1g72300	70047401	none	none
1	Bradi1g72310	70053239	none	none
1	Bradi1g72320	70057244	none	none
1	Bradi1g72330	70059945	none	none
1	Bradi1g72340	70062477	none	none
1	Bradi1g72350	70065341	none	none
1	Bradi1g72360	70077392	none	none
1	Bradi1g72370	70118100	none	none
1	Bradi1g72380	70123490	none	none
1	Bradi1g72390	70127239	none	none
1	Bradi1g72400	70130791	none	none
1	Bradi1g72410	70149565	none	none
1	Bradi1g72420	70160081	none	none
1	Bradi1g72430	70164634	none	none
1	Bradi1g72440	70177380	none	none
1	Bradi1g72450	70182711	none	none
1	Bradi1g72460	70186902	none	none
1	Bradi1g72470	70189831	none	none
1	Bradi1g72480	70193504	none	none
1	Bradi1g72490	70201986	none	none
1	Bradi1g72500	70219788	none	none
1	Bradi1g72510	70230393	none	none
1	Bradi1g72520	70237952	none	none
1	Bradi1g72530	70248892	none	none
1	Bradi1g72540	70262774	none	none
1	Bradi1g72550	70271584	none	none
1	Bradi1g72560	70273910	none	none
1	Bradi1g72570	70281753	none	none
1	Bradi1g72580	70295053	none	none
1	Bradi1g72590	70300738	none	none
1	Bradi1g72600	70307778	none	none
1	Bradi1g72610	70312556	none	none
1	Bradi1g72620	70317629	none	none
1	Bradi1g72630	70321155	none	none
1	Bradi1g72640	70324436	none	none
1	Bradi1g72650	70327967	none	none
1	Bradi1g72660	70348632	none	none
1	Bradi1g72670	70350827	none	none
1	Bradi1g72680	70353625	none	none
1	Bradi1g72690	70356078	none	none
1	Bradi1g72700	70365188	none	none
1	Bradi1g72710	70368470	none	none
1	Bradi1g72720	70384760	none	none
1	Bradi1g72730	70390637	none	none
1	Bradi1g72740	70422987	none	none
1	Bradi1g72750	70435966	none	none
1	Bradi1g72760	70444872	none	none
1	Bradi1g72770	70451715	none	none
1	Bradi1g72780	70453482	none	none
1	Bradi1g72790	70456284	none	none
1	Bradi1g72800	70464049	none	none
1	Bradi1g72810	70471386	none	none
1	Bradi1g72820	70474924	none	none
1	Bradi1g72830	70477754	none	none
1	Bradi1g72840	70481799	none	none
1	Bradi1g72850	70485484	none	none
1	Bradi1g72860	70494270	none	none
1	Bradi1g72870	70495808	none	none
1	Bradi1g72880	70497109	none	none
1	Bradi1g72890	70503793	none	none
1	Bradi1g72900	70508996	none	none
1	Bradi1g72910	70521683	none	none
1	Bradi1g72920	70533507	none	none
1	Bradi1g72930	70541146	none	none
1	Bradi1g72940	70549272	none	none
1	Bradi1g72950	70555155	none	none
1	Bradi1g72960	70563802	none	none
1	Bradi1g72970	70570201	none	none
1	Bradi1g72980	70575827	none	none
1	Bradi1g72990	70580747	none	none
1	Bradi1g73000	70587240	none	none
1	Bradi1g73010	70602908	none	none
1	Bradi1g73020	70626115	none	none
1	Bradi1g73030	70650729	none	none
1	Bradi1g73040	70656899	none	none
1	Bradi1g73050	70676080	none	none
1	Bradi1g73060	70691143	none	none
1	Bradi1g73070	70693927	none	none
1	Bradi1g73080	70707603	none	none
1	Bradi1g73090	70710215	none	none
1	Bradi1g73100	70719567	none	none
1	Bradi1g73110	70720822	none	none
1	Bradi1g73120	70725491	none	none
1	Bradi1g73130	70730126	none	none
1	Bradi1g73140	70736348	none	none
1	Bradi1g73150	70744039	none	none
1	Bradi1g73160	70754776	none	none
1	Bradi1g73170	70767149	none	none
1	Bradi1g73180	70774064	none	none
1	Bradi1g73190	70781264	none	none
1	Bradi1g73200	70788436	none	none
1	Bradi1g73210	70794913	none	none
1	Bradi1g73220	70798323	none	none
1	Bradi1g73230	70802958	none	none
1	Bradi1g73240	70846276	none	none
1	Bradi1g73250	70855264	none	none
1	Bradi1g73450	70981735	none	none
1	Bradi1g73650	71108672	none	none
1	Bradi1g73660	71117913	none	none
1	Bradi1g73670	71127472	none	none
1	Bradi1g73680	71130062	none	none
1	Bradi1g73690	71134674	none	none
1	Bradi1g73700	71144937	none	none
1	Bradi1g73710	71149137	none	none
1	Bradi1g73720	71156498	none	none
1	Bradi1g73730	71159581	none	none
1	Bradi1g73740	71162095	none	none
1	Bradi1g73750	71170656	none	none
1	Bradi1g73760	71174559	none	none
1	Bradi1g73770	71177417	none	none
1	Bradi1g73780	71185561	none	none
1	Bradi1g73790	71189050	none	none
1	Bradi1g73800	71192926	none	none
1	Bradi1g73810	71201913	none	none
1	Bradi1g73820	71207447	none	none
1	Bradi1g73830	71209278	none	none
1	Bradi1g73840	71213726	none	none
1	Bradi1g73850	71215533	none	none
1	Bradi1g73860	71220204	none	none
1	Bradi1g73870	71226139	none	none
1	Bradi1g73880	71236789	none	none
1	Bradi1g73890	71248386	none	none
1	Bradi1g73900	71256048	none	none
1	Bradi1g73910	71258863	none	none
1	Bradi1g73920	71264853	none	none
1	Bradi1g73930	71280722	none	none
1	Bradi1g73940	71282127	none	none
1	Bradi1g73950	71282974	none	none
1	Bradi1g73960	71284806	none	none
1	Bradi1g73970	71290399	none	none
1	Bradi1g73980	71293368	none	none
1	Bradi1g73990	71293793	none	none
1	Bradi1g74000	71298959	none	none
1	Bradi1g74010	71313080	none	none
1	Bradi1g74020	71320998	none	none
1	Bradi1g74030	71325787	none	none
1	Bradi1g74040	71325787	none	none
1	Bradi1g74050	71336702	none	none
1	Bradi1g74060	71354973	none	none
1	Bradi1g74070	71358187	none	none
1	Bradi1g74080	71365423	none	none
1	Bradi1g74090	71372243	none	none
1	Bradi1g74100	71377240	none	none
1	Bradi1g74110	71394684	none	none
1	Bradi1g74120	71402522	none	none
1	Bradi1g74130	71422425	none	none
1	Bradi1g74140	71423942	none	none
1	Bradi1g74150	71426009	none	none
1	Bradi1g74160	71438676	none	none
1	Bradi1g74170	71440603	none	none
1	Bradi1g74180	71444886	none	none
1	Bradi1g74190	71453904	none	none
1	Bradi1g74200	71481010	none	none
1	Bradi1g74210	71487727	none	none
1	Bradi1g74220	71495981	none	none
1	Bradi1g74230	71500645	none	none
1	Bradi1g74240	71501553	none	none
1	Bradi1g74250	71503098	none	none
1	Bradi1g74260	71506109	none	none
1	Bradi1g74270	71523399	none	none
1	Bradi1g74280	71536538	none	none
1	Bradi1g74290	71543859	none	none
1	Bradi1g74300	71555534	none	none
1	Bradi1g74310	71557184	none	none
1	Bradi1g74320	71570070	none	none
1	Bradi1g74330	71576675	none	none
1	Bradi1g74340	71578926	none	none
1	Bradi1g74350	71592465	none	none
1	Bradi1g74360	71595639	none	none
1	Bradi1g74370	71603234	none	none
1	Bradi1g74380	71615376	none	none
1	Bradi1g74390	71617819	none	none
1	Bradi1g74400	71620048	none	none
1	Bradi1g74410	71624807	none	none
1	Bradi1g74420	71639700	none	none
1	Bradi1g74430	71645328	none	none
1	Bradi1g74440	71682875	none	none
1	Bradi1g74450	71694829	none	none
1	Bradi1g74460	71699838	none	none
1	Bradi1g74470	71701065	none	none
1	Bradi1g74480	71704725	none	none
1	Bradi1g74490	71718271	none	none
1	Bradi1g74500	71720325	none	none
1	Bradi1g74510	71725513	none	none
1	Bradi1g74520	71735866	none	none
1	Bradi1g74530	71738839	none	none
1	Bradi1g74540	71746600	none	none
1	Bradi1g74550	71753829	none	none
1	Bradi1g74560	71762488	none	none
1	Bradi1g74570	71769390	none	none
1	Bradi1g74580	71770375	none	none
1	Bradi1g74590	71775551	none	none
1	Bradi1g74600	71779070	none	none
1	Bradi1g74610	71784907	none	none
1	Bradi1g74620	71791190	none	none
1	Bradi1g74630	71792408	none	none
1	Bradi1g74640	71799791	none	none
1	Bradi1g74650	71806767	none	none
1	Bradi1g74660	71813980	none	none
1	Bradi1g74670	71822382	none	none
1	Bradi1g74680	71825714	none	none
1	Bradi1g74690	71829406	none	none
1	Bradi1g74700	71834743	none	none
1	Bradi1g74710	71840671	none	none
1	Bradi1g74720	71844033	none	none
1	Bradi1g74730	71849047	none	none
1	Bradi1g74740	71852124	none	none
1	Bradi1g74750	71854769	none	none
1	Bradi1g74760	71857948	none	none
1	Bradi1g74770	71861223	none	none
1	Bradi1g74780	71866293	none	none
1	Bradi1g74790	71869822	none	none
1	Bradi1g74800	71873062	none	none
1	Bradi1g74810	71875812	none	none
1	Bradi1g74820	71878593	none	none
1	Bradi1g74830	71897417	none	none
1	Bradi1g74840	71909465	none	none
1	Bradi1g74850	71915256	none	none
1	Bradi1g74860	71920983	none	none
1	Bradi1g74870	71925697	none	none
1	Bradi1g74880	71932721	none	none
1	Bradi1g74890	71935218	none	none
1	Bradi1g74900	71942821	none	none
1	Bradi1g74910	71948377	none	none
1	Bradi1g74920	71954475	none	none
1	Bradi1g74930	71965572	none	none
1	Bradi1g74940	71969269	none	none
1	Bradi1g74950	71976070	none	none
1	Bradi1g74960	71983211	none	none
1	Bradi1g74970	71996819	none	none
1	Bradi1g74980	71997846	none	none
1	Bradi1g74990	72000606	none	none
1	Bradi1g75000	72003885	none	none
1	Bradi1g75010	72013629	none	none
1	Bradi1g75020	72021876	none	none
1	Bradi1g75030	72024012	none	none
1	Bradi1g75040	72026796	none	none
1	Bradi1g75050	72036180	none	none
1	Bradi1g75060	72042677	none	none
1	Bradi1g75070	72058419	none	none
1	Bradi1g75080	72064966	none	none
1	Bradi1g75090	72069785	none	none
1	Bradi1g75100	72074627	none	none
1	Bradi1g75110	72088532	none	none
1	Bradi1g75120	72091912	none	none
1	Bradi1g75130	72103155	none	none
1	Bradi1g75140	72112290	none	none
1	Bradi1g75150	72118481	none	none
1	Bradi1g75160	72125559	none	none
1	Bradi1g75170	72137794	none	none
1	Bradi1g75180	72141262	none	none
1	Bradi1g75190	72144860	none	none
1	Bradi1g75200	72147042	none	none
1	Bradi1g75210	72150757	none	none
1	Bradi1g75220	72170657	none	none
1	Bradi1g75230	72173878	none	none
1	Bradi1g75240	72185627	none	none
1	Bradi1g75250	72192607	none	none
1	Bradi1g75260	72208636	none	none
1	Bradi1g75270	72217266	none	none
1	Bradi1g75280	72222548	none	none
1	Bradi1g75290	72228931	none	none
1	Bradi1g75300	72231978	none	none
1	Bradi1g75310	72239078	none	none
1	Bradi1g75320	72242972	none	none
1	Bradi1g75330	72252660	none	none
1	Bradi1g75340	72253940	none	none
1	Bradi1g75350	72259513	none	none
1	Bradi1g75360	72265302	none	none
1	Bradi1g75370	72268695	none	none
1	Bradi1g75380	72270464	none	none
1	Bradi1g75390	72299382	none	none
1	Bradi1g75400	72309204	none	none
1	Bradi1g75410	72312264	none	none
1	Bradi1g75420	72318299	none	none
1	Bradi1g75430	72326714	none	none
1	Bradi1g75440	72331590	none	none
1	Bradi1g75450	72336628	none	none
1	Bradi1g75460	72343859	none	none
1	Bradi1g75470	72349516	none	none
1	Bradi1g75480	72374496	none	none
1	Bradi1g75490	72374997	none	none
1	Bradi1g75500	72382835	none	none
1	Bradi1g75510	72389307	none	none
1	Bradi1g75520	72392794	none	none
1	Bradi1g75530	72399893	none	none
1	Bradi1g75540	72411441	none	none
1	Bradi1g75550	72418802	none	none
1	Bradi1g75560	72423239	none	none
1	Bradi1g75570	72427921	none	none
1	Bradi1g75580	72430957	none	none
1	Bradi1g75590	72434157	none	none
1	Bradi1g75600	72458017	none	none
1	Bradi1g75610	72493249	none	none
1	Bradi1g75620	72497972	none	none
1	Bradi1g75630	72500687	none	none
1	Bradi1g75640	72502338	none	none
1	Bradi1g75650	72511404	none	none
1	Bradi1g75660	72515930	none	none
