BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
11_21242	LOC_Os04g44560	1.00E-146	protein expressed protein
11_11214	LOC_Os04g44830	2.00E-70	"protein thioredoxin M-type 2, chloroplast precursor, putative, expressed"
11_10619	LOC_Os04g44870	2.00E-64	"protein elicitor-responsive protein 3, putative, expressed"
11_11100	LOC_Os04g45070	8.00E-91	"protein remorin, putative, expressed"
11_20781	LOC_Os04g45090	1.00E-115	"protein cytochrome b561, putative, expressed"
11_20340	LOC_Os04g45470	0	"protein vacuolar processing enzyme, beta-isozyme precursor, putative, expressed"
11_10287	LOC_Os04g45490	0	"protein elongation factor G, chloroplast precursor, putative, expressed"
12_31205	LOC_Os04g45800	1.00E-150	"protein sphingosine kinase, putative, expressed"
12_30896	LOC_Os07g39320	0.00000008	"protein DNA binding protein, putative, expressed"
12_30897	LOC_Os07g39320	0.00000008	"protein DNA binding protein, putative, expressed"
12_30899	LOC_Os07g39320	0.00000008	"protein DNA binding protein, putative, expressed"
12_30900	LOC_Os07g39320	0.00000008	"protein DNA binding protein, putative, expressed"
12_30901	LOC_Os07g39320	0.00000008	"protein DNA binding protein, putative, expressed"
11_10213	LOC_Os08g27850	8.00E-68	"protein endothelial differentiation-related factor 1, putative, expressed"
11_11533	LOC_Os04g45821	2.00E-90	"protein cysteine-type endopeptidase/ ubiquitin thiolesterase, putative, expressed"
11_10475	LOC_Os04g45970	0	"protein glutamate dehydrogenase 2, putative, expressed"
11_21136	LOC_Os04g48770	1.00E-150	"protein ubiquitin fusion degradation protein 1, putative, expressed"
11_21037	LOC_Os04g48820	1.00E-149	"protein deoxyribonuclease ycfH, putative, expressed"
11_21245	LOC_Os02g45930	2.00E-25	protein expressed protein
12_31424	LOC_Os03g17610	2.00E-31	"protein RHL2, putative, expressed"
12_10936	LOC_Os04g49350	1.00E-100	protein expressed protein
11_11058	LOC_Os04g18090	2.00E-65	"protein histone H1, putative, expressed"
11_21351	LOC_Os04g48940	1.00E-145	"protein mechanosensitive ion channel family protein, expressed"
12_20793	LOC_Os04g48410	1.00E-139	"protein copper chaperone for superoxide dismutase, putative, expressed"
11_10214	LOC_Os04g47690	4.00E-44	"protein HMG1/2-like protein, putative, expressed"
11_20080	LOC_Os03g22780	7.00E-88	"protein PCB2, putative, expressed"
11_21007	LOC_Os01g66230	5.00E-36	"protein csAtPR5, putative, expressed"
11_10138	LOC_Os02g44500	2.00E-85	"protein phospholipid hydroperoxide glutathione peroxidase, putative, expressed"
11_21175	LOC_Os03g01320	4.00E-67	"protein NT16 polypeptide, putative, expressed"
11_11307	LOC_Os04g46750	0	"protein transferase, transferring glycosyl groups, putative, expressed"
12_11285	LOC_Os04g46820	5.00E-51	"protein cortical cell-delineating protein precursor, putative"
12_30216	LOC_Os04g46980	2.00E-50	"protein cis-zeatin O-glucosyltransferase 1, putative, expressed"
12_10649	LOC_Os04g47120	0	"protein acyl-CoA thioesterase/ cyclic nucleotide binding protein, putative, expressed"
11_20086	LOC_Os04g46380	5.00E-37	protein expressed protein
11_10876	LOC_Os04g46200	2.00E-60	"protein oleosin 16 kDa, putative, expressed"
11_11250	LOC_Os04g46220	5.00E-82	"protein ethylene-responsive transcription factor 2, putative, expressed"
11_10398	LOC_Os04g52450	0	"protein aminotransferase y4uB, putative, expressed"
12_30200	LOC_Os04g52460	2.00E-84	"protein viral A-type inclusion protein repeat containing protein, expressed"
11_20923	LOC_Os10g09850	1.00E-163	"protein EF-Hand containing protein, putative, expressed"
12_11466	LOC_Os04g52300	9.00E-45	protein expressed protein
11_10900	LOC_Os04g52380	1.00E-100	"protein methyl-CpG binding domain containing protein, expressed"
12_21527	LOC_Os08g10608	1.00E-83	"protein 40S ribosomal protein S11, putative, expressed"
12_30480	LOC_Os04g52260	3.00E-40	"protein 36.4 kDa proline-rich protein, putative, expressed"
12_30095	LOC_Os08g01620	1.00E-158	"protein shwachman-Bodian-Diamond syndrome protein, putative, expressed"
11_21340	LOC_Os04g52100	1.00E-161	"protein methionine aminopeptidase 1B, chloroplast precursor, putative, expressed"
11_10630	LOC_Os04g52000	2.00E-76	"protein protein phosphatase 2C homolog 1, putative, expressed"
12_30049	LOC_Os04g51610	0	"protein calcium-transporting ATPase 9, plasma membrane-type, putative, expressed"
12_30555	LOC_Os08g13350	0	"protein cysteine-type endopeptidase/ ubiquitin thiolesterase, putative, expressed"
11_11323	LOC_Os10g16440	2.00E-28	"protein CUE domain containing protein, expressed"
11_11094	LOC_Os04g51400	1.00E-124	"protein zinc finger, C3HC4 type family protein, expressed"
11_11480	LOC_Os04g51630	1.00E-123	"protein 60S ribosomal protein L7-2, putative, expressed"
11_20064	LOC_Os08g09240	5.00E-59	"protein autophagy-related protein 8 precursor, putative, expressed"
11_10989	LOC_Os01g65220	2.00E-28	"protein XRN3, putative, expressed"
11_10263	LOC_Os04g50970	8.00E-50	"protein seed specific protein Bn15D1B, putative, expressed"
11_10128	LOC_Os04g50990	6.00E-84	"protein 60S ribosomal protein L12, putative, expressed"
11_11118	LOC_Os04g52710	1.00E-126	"protein imidazoleglycerol-phosphate dehydratase, putative, expressed"
11_21238	LOC_Os04g52750	0.000002	protein expressed protein
12_31402	LOC_Os04g52770	1.00E-75	"protein protein SPATULA, putative, expressed"
11_20955	LOC_Os04g53220	9.00E-57	"protein signal recognition particle 14 kDa protein, putative, expressed"
12_21396	LOC_Os07g28840	6.00E-92	"protein SET domain containing protein, expressed"
11_10429	LOC_Os04g49510	0	"protein calcium-dependent protein kinase, isoform AK1, putative, expressed"
12_20989	LOC_Os04g49540	1.00E-127	protein expressed protein
11_11236	LOC_Os04g49660	5.00E-52	protein expressed protein
11_20182	LOC_Os04g49570	7.00E-80	"protein glutamate receptor 3.3 precursor, putative, expressed"
12_30459	LOC_Os04g49680	2.00E-31	protein expressed protein
11_10707	LOC_Os04g49954	7.00E-15	protein expressed protein
11_10538	LOC_Os04g49980	2.00E-34	"protein seed maturation protein, putative, expressed"
12_31095	LOC_Os11g29420	2.00E-11	"protein lipid binding protein, putative"
11_10404	LOC_Os04g50120	1.00E-121	protein expressed protein
12_10739	LOC_Os04g50204	0	protein expressed protein
11_10916	LOC_Os04g50660	0	"protein U3 small nucleolar RNA-associated protein 13, putative, expressed"
12_31406	LOC_Os04g53310	0	"protein soluble starch synthase 3, chloroplast precursor, putative, expressed"
11_10780	LOC_Os04g53490	1.00E-152	"protein OsCHL - Oryza sativa Chloroplastic lipocalin, expressed"
12_30598	LOC_Os04g53540	0	"protein homeobox protein GLABRA2, putative, expressed"
12_31264	LOC_Os08g08820	1.00E-25	"protein homeobox protein GLABRA2, putative, expressed"
11_21220	LOC_Os01g42120	1.00E-61	protein expressed protein
11_20511	LOC_Os07g09060	0	"protein methylmalonate-semialdehyde dehydrogenase, putative, expressed"
11_11365	LOC_Os02g36490	3.00E-77	protein expressed protein
11_21315	LOC_Os04g53700	1.00E-107	"protein MYND finger family protein, expressed"
12_30097	LOC_Os04g53850	1.00E-121	"protein leucoanthocyanidin reductase, putative, expressed"
11_10092	LOC_Os12g02300	2.00E-42	"protein nonspecific lipid-transfer protein 4 precursor, putative, expressed"
12_30636	LOC_Os04g53690	1.00E-135	protein expressed protein
12_30152	LOC_Os04g53740	5.00E-49	"protein thioredoxin-like 4, putative, expressed"
11_21370	LOC_Os04g56710	1.00E-169	"protein GTP cyclohydrolase I 1, putative, expressed"
12_31100	LOC_Os04g56740	0	"protein IQ calmodulin-binding motif family protein, expressed"
11_10446	LOC_Os07g29620	0	"protein serine carboxypeptidase-like precursor, putative, expressed"
11_20711	LOC_Os03g61630	1.00E-148	"protein SEC13-related protein, putative, expressed"
11_21440	LOC_Os03g61640	1.00E-102	protein expressed protein
11_20480	LOC_Os09g08072	0	"protein beta-fructofuranosidase, insoluble isoenzyme 7 precursor, putative, expressed"
11_21406	LOC_Os04g56740	0	"protein IQ calmodulin-binding motif family protein, expressed"
11_11486	LOC_Os04g56700	1.00E-171	"protein naringenin,2-oxoglutarate 3-dioxygenase, putative, expressed"
11_21459	LOC_Os11g26850	0	"protein adenosylhomocysteinase, putative, expressed"
12_30041	LOC_Os04g56900	1.00E-121	"protein anthranilate N-benzoyltransferase protein 1, putative, expressed"
12_30695	LOC_Os05g30410	6.00E-65	"protein PHD finger-like domain-containing protein 5A, putative, expressed"
12_30310	LOC_Os06g19070	0	"protein cytochrome P450 76C2, putative, expressed"
11_10109	LOC_Os12g22030	0	"protein serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed"
12_20183	LOC_Os12g22030	0	"protein serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed"
11_21088	LOC_Os04g56620	0	"protein molybdopterin biosynthesis CNX1 protein, putative, expressed"
12_30690	LOC_Os04g56640	3.00E-88	"protein cofactor required for Sp1 transcriptional activation subunit 9, putative, expressed"
11_20366	LOC_Os04g56646	7.00E-71	protein expressed protein
11_10656	LOC_Os04g56670	1.00E-87	"protein 40S ribosomal protein S4-like, putative, expressed"
11_21125	LOC_Os04g56450	1.00E-148	"protein protein phosphatase 2C isoform epsilon, putative, expressed"
11_20215	LOC_Os01g32780	3.00E-56	"protein ethylene-responsive protein, putative, expressed"
12_31268	LOC_Os01g74520	1.00E-145	"protein ubiquinone biosynthesis methyltransferase COQ5, mitochondrial precursor, putative, expressed"
12_30678	LOC_Os02g22130	4.00E-73	"protein GTPase activating protein, putative, expressed"
11_10383	LOC_Os04g56160	0	"protein plasma membrane ATPase, putative, expressed"
11_10065	LOC_Os04g56180	1.00E-161	"protein peroxidase 16 precursor, putative, expressed"
12_10472	LOC_Os04g56230	0	"protein farnesyl pyrophosphate synthetase, putative, expressed"
12_10164	LOC_Os04g56400	0	"protein glutamine synthetase, chloroplast precursor, putative, expressed"
12_30942	LOC_Os04g56400	0	"protein glutamine synthetase, chloroplast precursor, putative, expressed"
11_20895	LOC_Os04g55800	0	"protein sulfate transporter 3.3, putative, expressed"
11_10376	LOC_Os04g55920	2.00E-66	"protein ZIM motif family protein, expressed"
12_10579	LOC_Os04g55720	0	"protein D-3-phosphoglycerate dehydrogenase, chloroplast precursor, putative, expressed"
11_11227	LOC_Os04g55940	0	"protein vacuolar cation/proton exchanger 3, putative, expressed"
11_20715	LOC_Os04g55410	0	"protein glycerol kinase, putative, expressed"
12_30396	LOC_Os04g55650	5.00E-38	"protein cysteine proteinase RD21a precursor, putative, expressed"
12_30106	LOC_Os04g55710	7.00E-87	"protein transposon protein, putative, unclassified, expressed"
12_30248	LOC_Os04g55210	0	"protein chloride channel-like protein CLC-g, putative, expressed"
11_20590	LOC_Os04g55030	1.00E-171	"protein cullin-4B, putative, expressed"
11_21274	LOC_Os12g26044	1.00E-103	protein expressed protein
12_30341	LOC_Os12g26060	1.00E-133	"protein bifunctional dihydrofolate reductase-thymidylate synthase, putative, expressed"
12_20027	LOC_Os04g54440	2.00E-72	"protein RNA-binding protein AKIP1, putative, expressed"
12_31461	LOC_Os08g07490	0.0000002	protein expressed protein
11_10551	LOC_Os04g54280	9.00E-32	"protein retrotransposon protein, putative, unclassified"
11_10625	LOC_Os04g54330	1.00E-102	"protein N-terminal acetyltransferase complex ARD1 subunit homolog A, putative, expressed"
11_11262	LOC_Os04g54360	0	"protein transferase, transferring glycosyl groups, putative, expressed"
11_10826	LOC_Os04g54390	5.00E-99	"protein nuclease PA3, putative, expressed"
11_20494	LOC_Os04g54430	4.00E-63	"protein nucleolin, putative, expressed"
12_31209	LOC_Os04g54810	0	"protein beta-D-xylosidase, putative, expressed"
12_30352	LOC_Os04g54840	1.00E-175	"protein NRPD2a, putative, expressed"
12_30914	LOC_Os11g32650	0	"protein chalcone synthase, putative, expressed"
11_10566	LOC_Os04g54200	0	"protein diacylglycerol kinase, putative, expressed"
12_20518	LOC_Os04g57200	1.00E-37	"protein metal ion binding protein, putative, expressed"
11_11023	LOC_Os04g57220	7.00E-84	"protein ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed"
11_10315	LOC_Os05g25850	1.00E-113	"protein superoxide dismutase, mitochondrial precursor, putative, expressed"
12_10766	LOC_Os08g03870	1.00E-115	"protein cupin, RmlC-type, putative, expressed"
12_10447	LOC_Os10g38870	3.00E-13	"protein metal ion binding protein, putative, expressed"
11_10714	LOC_Os04g57300	0	"protein phosphatidylinositol 3- and 4-kinase family protein, expressed"
11_21250	LOC_Os01g08220	1.00E-123	"protein gibberellin 3-beta-dioxygenase 2-2, putative, expressed"
12_10487	LOC_Os03g53270	2.00E-58	"protein stem-specific protein TSJT1, putative, expressed"
12_10950	LOC_Os07g46700	2.00E-74	"protein RNA-binding protein, putative, expressed"
11_11380	LOC_Os04g58390	8.00E-83	"protein allantoinase, putative, expressed"
11_21346	LOC_Os03g46480	1.00E-117	"protein ranBP1 domain containing protein, expressed"
11_20994	LOC_Os04g58160	1.00E-67	"protein fiber protein Fb34, putative, expressed"
12_10181	LOC_Os04g58200	0	"protein protochlorophyllide reductase A, chloroplast precursor, putative, expressed"
11_20293	LOC_Os04g58110	0	"protein pyruvate kinase, cytosolic isozyme, putative, expressed"
11_21299	LOC_Os04g57790	1.00E-119	"protein ubiquinone biosynthesis protein COQ4, putative, expressed"
11_20943	LOC_Os04g58564	1.00E-117	protein expressed protein
11_10791	LOC_Os04g57590	0	"protein YLS5, putative, expressed"
11_21436	LOC_Os04g57680	4.00E-58	protein expressed protein
12_30823	LOC_Os06g46340	1.00E-147	"protein alpha-glucosidase precursor, putative, expressed"
12_31527	LOC_Os07g11650	2.00E-33	"protein alpha-amylase/trypsin inhibitor precursor, putative, expressed"
11_10072	LOC_Os07g14270	0	"protein calreticulin precursor, putative, expressed"
12_31506	LOC_Os04g58550	2.00E-53	"protein acyl-CoA-binding domain-containing protein 6, putative, expressed"
12_31300	LOC_Os04g58600	1.00E-172	"protein L-asparaginase 4 precursor, putative, expressed"
12_10937	LOC_Os08g45080	7.00E-44	protein expressed protein
11_10329	LOC_Os04g58850	8.00E-84	"protein harpin inducing protein, putative, expressed"
12_31180	LOC_Os04g58860	1.00E-103	"protein VAMP protein SEC22, putative, expressed"
11_21099	LOC_Os04g58880	0	"protein protein binding protein, putative, expressed"
11_21453	LOC_Os06g02470	5.00E-27	"protein ATOZI1, putative, expressed"
11_20561	LOC_Os04g58580	1.00E-130	"protein phosphomannomutase, putative, expressed"
11_10085	LOC_Os04g59040	1.00E-112	"protein soluble inorganic pyrophosphatase, putative, expressed"
12_11050	LOC_Os04g59150	1.00E-116	"protein peroxidase 12 precursor, putative, expressed"
11_20681	LOC_Os04g59330	1.00E-136	protein expressed protein
11_21414	LOC_Os04g59394	1.00E-12	"protein TPR Domain containing protein, expressed"
12_21496	LOC_Os02g22260	1.00E-60	"protein fruit protein PKIWI502, putative, expressed"
12_30378	LOC_Os04g59450	1.00E-52	"protein serine/threonine-protein kinase SAPK5, putative, expressed"
12_30102	LOC_Os04g59520	0	"protein phosphoribosylanthranilate transferase, putative, expressed"
12_31428	LOC_Os01g01670	2.00E-21	protein expressed protein
11_20858	LOC_Os01g01710	0	"protein 1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplast precursor, putative, expressed"
12_20090	LOC_Os01g01790	0	protein expressed protein
11_20797	LOC_Os01g02120	4.00E-71	"protein OsMFT2 - Rice MFT-Like2 homogous to Arabidopsis Mother of FT and TFL1 gene, expressed"
12_31448	LOC_Os01g02139	2.00E-11	protein expressed protein
12_10103	LOC_Os09g31180	1.00E-91	"protein 60S ribosomal protein L9, putative, expressed"
12_11434	LOC_Os11g39320	0.0000005	"protein LZ-NBS-LRR class, putative, expressed"
12_10173	LOC_Os01g24430	8.00E-35	protein expressed protein
11_11453	LOC_Os11g38010	1.00E-123	"protein WDL1, putative, expressed"
11_20953	LOC_Os01g02310	1.00E-136	"protein protein kinase/ transmembrane receptor protein serine/threonine kinase, putative, expressed"
12_31409	LOC_Os01g02350	1.00E-155	"protein receptor-like kinase ARK1AS, putative, expressed"
11_20529	LOC_Os01g02880	0	"protein fructose-bisphosphate aldolase, chloroplast precursor, putative, expressed"
11_21190	LOC_Os01g02920	0	"protein glycosyltransferase, putative, expressed"
12_30297	LOC_Os01g02930	1.00E-157	"protein glycosyltransferase, putative, expressed"
11_21398	LOC_Os08g36320	0	"protein glutamate decarboxylase, putative, expressed"
12_11005	LOC_Os08g36320	0	"protein glutamate decarboxylase, putative, expressed"
11_21027	LOC_Os01g04020	2.00E-76	"protein pathogenesis-related genes transcriptional activator PTI6, putative, expressed"
12_30818	LOC_Os01g03950	6.00E-64	"protein alpha-D-xylosidase, putative, expressed"
11_20976	LOC_Os01g04010	3.00E-37	protein expressed protein
11_10112	LOC_Os01g03340	3.00E-30	"protein Bowman-Birk type bran trypsin inhibitor precursor, putative, expressed"
11_10886	LOC_Os01g03710	1.00E-130	"protein mannose-6-phosphate isomerase, putative, expressed"
12_30910	LOC_Os01g03730	1.00E-139	"protein nuclease PA3, putative, expressed"
12_11310	LOC_Os01g03950	6.00E-64	"protein alpha-D-xylosidase, putative, expressed"
11_20595	LOC_Os01g03520	0	"protein ubiquitin conjugating enzyme/ ubiquitin-like activating enzyme, putative, expressed"
12_30915	LOC_Os01g03510	0	"protein stress protein, putative, expressed"
12_10571	LOC_Os01g01720	1.00E-151	"protein peroxin Pex14, putative, expressed"
12_30113	LOC_Os01g03110	0	protein expressed protein
11_20172	LOC_Os01g03070	3.00E-74	"protein eukaryotic translation initiation factor 3 subunit 10, putative, expressed"
11_20742	LOC_Os01g04190	0	"protein arabinose-proton symporter, putative, expressed"
11_10565	LOC_Os01g04260	1.00E-145	"protein delta-7-sterol-C5, putative, expressed"
11_20982	LOC_Os11g24070	2.00E-31	"protein nonspecific lipid-transfer protein 1 precursor, putative, expressed"
12_30192	LOC_Os01g04710	3.00E-78	"protein aspartic proteinase nepenthesin-1 precursor, putative, expressed"
11_20552	LOC_Os01g04814	0	"protein vacuolar sorting protein 4b, putative, expressed"
11_10559	LOC_Os01g04900	1.00E-123	"protein metalloendopeptidase, putative, expressed"
12_30920	LOC_Os01g04920	0	"protein glycosyl transferase, group 1 family protein, putative, expressed"
11_20794	LOC_Os01g04950	0	"protein peptide transporter PTR2, putative, expressed"
12_11237	LOC_Os01g05010	1.00E-106	"protein mitochondrial glycoprotein, expressed"
11_20968	LOC_Os01g05060	3.00E-96	"protein mitochondrial glycoprotein, expressed"
11_20455	LOC_Os08g01450	1.00E-161	"protein cytochrome P450 71C4, putative, expressed"
12_30284	LOC_Os11g33110	1.00E-97	"protein germin-like protein subfamily 3 member 4 precursor, putative, expressed"
11_20607	LOC_Os01g05420	0	"protein IWS1 C-terminus family protein, expressed"
11_10026	LOC_Os01g05490	1.00E-122	"protein triosephosphate isomerase, cytosolic, putative, expressed"
12_11414	LOC_Os01g05490	4.00E-35	"protein triosephosphate isomerase, cytosolic, putative, expressed"
12_30571	LOC_Os01g05500	1.00E-124	"protein zinc finger in N-recognin family protein, putative, expressed"
12_21268	LOC_Os01g05800	8.00E-32	"protein inner membrane protein ALBINO3, chloroplast precursor, putative, expressed"
12_11527	LOC_Os04g20280	1.00E-107	"protein PAS2, putative, expressed"
12_30431	LOC_Os02g17390	0	"protein peroxisomal fatty acid beta-oxidation multifunctional protein, putative, expressed"
12_30925	LOC_Os01g01312	8.00E-91	"protein retrotransposon protein, putative, Ty1-copia subclass, expressed"
11_10672	LOC_Os08g19830	0	"protein ubiquitin family protein, expressed"
12_10968	LOC_Os01g01120	9.00E-94	"protein E-1 enzyme, putative, expressed"
11_10081	LOC_Os01g01060	1.00E-96	"protein 40S ribosomal protein S5, putative, expressed"
11_10710	LOC_Os01g01080	0	"protein sphingosine-1-phosphate lyase, putative, expressed"
11_10825	LOC_Os01g74650	1.00E-179	"protein cysteine synthase, mitochondrial precursor, putative, expressed"
11_20410	LOC_Os04g41960	1.00E-113	"protein NADP-dependent oxidoreductase P1, putative, expressed"
12_30953	LOC_Os01g74650	1.00E-179	"protein cysteine synthase, mitochondrial precursor, putative, expressed"
12_31298	LOC_Os02g38980	5.00E-85	"protein global transcription factor group E, putative, expressed"
12_31159	LOC_Os03g31170	1.00E-165	"protein pyrimidine-specific ribonucleoside hydrolase rihA, putative, expressed"
11_10863	LOC_Os01g07590	3.00E-72	"protein universal stress protein family protein, expressed"
11_20193	LOC_Os07g17130	5.00E-94	"protein senescence-associated-like protein, putative, expressed"
12_10114	LOC_Os07g17130	5.00E-94	"protein senescence-associated-like protein, putative, expressed"
11_21145	LOC_Os01g07370	1.00E-136	"protein CENP-E like kinetochore protein, putative, expressed"
11_20666	LOC_Os01g07250	1.00E-84	"protein saposin-like type B, region 1 family protein, expressed"
11_20647	LOC_Os01g07310	0	"protein integral membrane protein like, putative, expressed"
11_21533	LOC_Os01g34700	2.00E-76	"protein protein usf, putative, expressed"
11_11002	LOC_Os01g07070	1.00E-148	"protein loricrin, putative, expressed"
12_11117	LOC_Os01g06660	0	"protein pyruvate decarboxylase isozyme 1, putative, expressed"
12_30913	LOC_Os01g06660	0	"protein pyruvate decarboxylase isozyme 1, putative, expressed"
11_21259	LOC_Os01g72430	2.00E-79	"protein NADPH quinone oxidoreductase 1, putative, expressed"
12_21506	LOC_Os07g18230	1.00E-119	"protein lectin receptor-type protein kinase, putative, expressed"
12_31475	LOC_Os01g09850	6.00E-56	"protein zinc finger, C2H2-type, putative, expressed"
12_30785	LOC_Os01g10040	4.00E-78	"protein cytochrome P450 90D2, putative, expressed"
11_10601	LOC_Os01g09620	1.00E-157	"protein nucleic acid binding protein, putative, expressed"
12_30064	LOC_Os01g09640	4.00E-95	"protein MCB2 protein, putative, expressed"
11_20356	LOC_Os01g09560	0	"protein mitochondrial-processing peptidase alpha subunit, mitochondrial precursor, putative, expressed"
12_10532	LOC_Os01g08700	0	"protein GIGANTEA protein, putative, expressed"
11_21101	LOC_Os01g08814	3.00E-53	protein expressed protein
11_21189	LOC_Os01g08830	1.00E-147	"protein F-box domain containing protein, expressed"
11_20328	LOC_Os01g08860	1.00E-66	"protein 17.5 kDa class II heat shock protein, putative, expressed"
12_30737	LOC_Os01g08930	0	"protein ATP-dependent RNA helicase rhlE, putative, expressed"
11_20719	LOC_Os01g09010	0	"protein 3-N-debenzoyl-2-deoxytaxol N-benzoyltransferase, putative, expressed"
12_31009	LOC_Os02g35190	0	"protein chloride channel protein CLC-c, putative, expressed"
12_30609	LOC_Os03g48850	0	"protein valyl-tRNA synthetase, putative, expressed"
12_30474	LOC_Os05g08960	5.00E-85	"protein ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed"
12_31122	LOC_Os11g36030	2.00E-95	"protein ubiquitin-protein ligase/ zinc ion binding protein, putative, expressed"
12_11069	LOC_Os01g07760	0	"protein phospholipase D alpha 1 precursor, putative, expressed"
12_30467	LOC_Os01g10840	0	"protein shaggy-related protein kinase eta, putative, expressed"
12_20264	LOC_Os05g11780	1.00E-160	"protein mitochondrial 2-oxoglutarate/malate carrier protein, putative, expressed"
12_30721	LOC_Os01g10450	1.00E-147	"protein protein kinase, putative, expressed"
12_11102	LOC_Os01g11810	1.00E-102	protein expressed protein
12_30583	LOC_Os02g04320	1.00E-177	"protein SEC13-related protein, putative, expressed"
12_30922	LOC_Os01g11550	1.00E-167	"protein mutant cincinnata, putative, expressed"
12_30923	LOC_Os01g11550	1.00E-167	"protein mutant cincinnata, putative, expressed"
12_31015	LOC_Os01g11570	1.00E-113	"protein isoamyl acetate-hydrolyzing esterase, putative, expressed"
12_11387	LOC_Os05g51620	5.00E-69	protein expressed protein
11_11313	LOC_Os01g12660	0	"protein ATP binding protein, putative, expressed"
12_11511	LOC_Os01g12880	4.00E-78	"protein VHS and GAT domain protein, putative, expressed"
11_21109	LOC_Os01g13280	1.00E-142	"protein baculoviral IAP repeat-containing protein 6, putative, expressed"
11_21197	LOC_Os01g13390	7.00E-53	protein expressed protein
12_30680	LOC_Os01g13420	1.00E-105	"protein heme-binding protein 2, putative, expressed"
12_10233	LOC_Os01g13770	0	"protein triose phosphate/phosphate translocator, chloroplast precursor, putative, expressed"
11_10380	LOC_Os10g18340	9.00E-43	protein expressed protein
11_11258	LOC_Os01g15320	9.00E-52	"protein rapid alkalinization factor 1 precursor, putative, expressed"
12_30799	LOC_Os01g15520	7.00E-84	protein expressed protein
11_21129	LOC_Os02g18660	8.00E-86	protein expressed protein
11_20866	LOC_Os09g21110	1.00E-100	"protein leucyl-tRNA synthetase, cytoplasmic, putative, expressed"
12_30618	LOC_Os01g16220	1.00E-179	"protein sad1/unc-84-like protein 2, putative, expressed"
11_11086	LOC_Os01g16430	1.00E-111	"protein multidomain cystatin, putative, expressed"
12_31008	LOC_Os01g05970	6.00E-61	"protein core histone H2A/H2B/H3/H4 family protein, expressed"
12_20574	LOC_Os01g10250	3.00E-83	"protein monoglyceride lipase, putative, expressed"
12_21475	LOC_Os01g11810	1.00E-102	protein expressed protein
12_11265	LOC_Os01g14670	2.00E-99	"protein nectarin-1 precursor, putative, expressed"
12_30262	LOC_Os01g14810	4.00E-49	"protein 5-nucleotidase, putative, expressed"
11_11502	LOC_Os01g14860	0	"protein glycogen synthase kinase-3 homolog MsK-3, putative, expressed"
12_10391	LOC_Os01g14950	0	"protein importin alpha-1b subunit, putative, expressed"
12_11295	LOC_Os01g16000	1.00E-134	protein expressed protein
11_11099	LOC_Os01g16870	0	"protein argonaute-like protein, putative, expressed"
12_21411	LOC_Os01g16970	3.00E-89	"protein protein kinase C substrate 80K-H, putative, expressed"
11_10137	LOC_Os01g17170	0	"protein magnesium-protoporphyrin IX monomethyl ester cyclase,chloroplast precursor, putative, expressed"
12_11518	LOC_Os01g17240	0	"protein sialin, putative, expressed"
11_20970	LOC_Os01g18640	0	"protein isopenicillin N epimerase, putative, expressed"
12_30318	LOC_Os01g21820	2.00E-90	"protein preprotein translocase secA subunit, chloroplast precursor, putative, expressed"
12_30130	LOC_Os01g21970	1.00E-179	"protein PTI1-like kinase, putative, expressed"
11_10328	LOC_Os01g23620	1.00E-106	"protein GTP-binding protein SAR1A, putative, expressed"
12_30039	LOC_Os01g24750	0	"protein serine/threonine-protein phosphatase PP1, putative, expressed"
12_31372	LOC_Os01g31770	0	"protein oxidoreductase, putative, expressed"
12_20591	LOC_Os01g32350	1.00E-146	"protein ATP-dependent Clp protease proteolytic subunit 1, putative, expressed"
11_11501	LOC_Os01g34330	0	"protein BAH domain containing protein, expressed"
12_10784	LOC_Os03g32490	1.00E-132	protein expressed protein
12_10155	LOC_Os03g37120	7.00E-11	"protein ATP binding protein, putative, expressed"
12_30809	LOC_Os05g11140	1.00E-170	"protein ATP binding protein, putative, expressed"
11_10365	LOC_Os05g44792	1.00E-52	protein conserved hypothetical protein
11_10008	LOC_Os01g36080	1.00E-141	"protein protein phosphatase 2C containing protein, expressed"
11_20428	LOC_Os01g37690	0	"protein vacuolar cation/proton exchanger 1a, putative, expressed"
11_20856	LOC_Os01g37820	2.00E-63	protein expressed protein
11_21062	LOC_Os01g37842	1.00E-99	protein expressed protein
11_20796	LOC_Os01g38480	3.00E-76	protein expressed protein
11_10456	LOC_Os01g38510	2.00E-32	"protein protein transport protein Sec61 beta subunit, putative, expressed"
11_20333	LOC_Os01g38620	1.00E-164	"protein 3-5 exonuclease/ nucleic acid binding protein, putative, expressed"
11_11124	LOC_Os01g39270	1.00E-155	"protein 2-hydroxy-3-oxopropionate reductase, putative, expressed"
11_20583	LOC_Os01g40070	0	protein expressed protein
12_30126	LOC_Os01g40094	0	"protein protein phosphatase 2C ABI2, putative, expressed"
11_21472	LOC_Os01g40310	2.00E-71	protein expressed protein
11_20288	LOC_Os01g40470	0	"protein vacuolar ATP synthase subunit d, putative, expressed"
11_10437	LOC_Os01g40570	1.00E-141	"protein outer plastidial membrane protein porin, putative, expressed"
